complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,0.7478933,3.2393777,0.0,3.23937770000000,PySRFunction(X=>3.23937770000000),14,0,3.23937770000000
3,0.74789083,exp(square(1.0840571)),1.651307799328655e-06,exp(1.17517979606041),PySRFunction(X=>exp(1.17517979606041)),14,1,exp(1.17517979606041)
4,0.7262266,cos(x5) + 2.6766808,0.029394930787770612,cos(x5) + 2.6766808,PySRFunction(X=>cos(x5) + 2.6766808),14,2,cos(x5) + 2.6766808
5,0.722053,cos(cos(x3)) + 2.6766808,0.005763543936359613,cos(cos(x3)) + 2.6766808,PySRFunction(X=>cos(cos(x3)) + 2.6766808),14,3,cos(cos(x3)) + 2.6766808
6,0.63683665,exp((x0 * 0.10526202) + 1.1466733),0.1255853571348653,exp(x0*0.10526202 + 1.1466733),PySRFunction(X=>exp(x0*0.10526202 + 1.1466733)),14,4,exp(x0*0.10526202 + 1.1466733)
7,0.6310115,exp(exp((x0 + 1.4164567) * 0.09940237)),0.009189098851241476,exp(exp((x0 + 1.4164567)*0.09940237)),PySRFunction(X=>exp(exp((x0 + 1.4164567)*0.09940237))),14,5,exp(exp((x0 + 1.4164567)*0.09940237))
8,0.630227,exp(exp((x0 + 1.2868744) * square(-0.32970902))),0.0012440154676100624,exp(exp((x0 + 1.2868744)*0.10870803786936)),PySRFunction(X=>exp(exp((x0 + 1.2868744)*0.10870803786936))),14,6,exp(exp((x0 + 1.2868744)*0.10870803786936))
9,0.6292219,exp(exp((x0 + 0.33400065) * 0.11756007) + 0.11961535),0.0015960952657563423,exp(exp((x0 + 0.33400065)*0.11756007) + 0.11961535),PySRFunction(X=>exp(exp((x0 + 0.33400065)*0.11756007) + 0.11961535)),14,7,exp(exp((x0 + 0.33400065)*0.11756007) + 0.11961535)
11,0.6040562,exp(exp((x0 + (1.4164567 - (x2 * 0.4849506))) * 0.09940237)),0.02040836835875263,exp(exp((x0 - 0.4849506*x2 + 1.4164567)*0.09940237)),PySRFunction(X=>exp(exp((x0 - 0.4849506*x2 + 1.4164567)*0.09940237))),14,8,exp(exp((x0 - 0.4849506*x2 + 1.4164567)*0.09940237))
14,0.6013964,exp(exp((((x0 * 0.6372786) - (cos(x3) * 0.46834907)) + 1.2868744) * 0.15597945)),0.0014709851533217617,exp(exp((x0*0.6372786 - 0.46834907*cos(x3) + 1.2868744)*0.15597945)),PySRFunction(X=>exp(exp((x0*0.6372786 - 0.46834907*cos(x3) + 1.2868744)*0.15597945))),14,9,exp(exp((x0*0.6372786 - 0.46834907*cos(x3) + 1.2868744)*0.15597945))
