Metric,Pre_Norm_Mean,Pre_Norm_Std,Pre_Norm_Min,Pre_Norm_Max,Post_Norm_Mean,Post_Norm_Std,Post_Norm_Min,Post_Norm_Max,Post_Norm_Range
MSE_Train,1541997.8091493272,2601836.031825297,132499.08370067616,26681640.9683156,0.05309018014873947,0.09800075810860928,0.0,1.0,1.0
AIC_Train,5619.137700324184,324.27545618137617,5075.3525390625,6824.64208984375,0.31086057823807645,0.18537551775608085,0.0,1.0,1.0
BIC_Train,5672.731611779081,299.4378332249631,5192.4346,6874.4565,0.28554741872212325,0.17802255322892233,0.0,1.0,1.0
MDL_Train,3109.4740014684676,169.802681051466,2841.688021520569,3669.203025697496,0.323602567441357,0.20519589396491608,0.0,1.0,1.0
PSM_Train,0.038208487835081656,0.14846879789032275,0.0,1.8127472093230736,0.021077670200551398,0.08190264871281451,0.0,1.0,1.0
Extrapolation_Divergence,3.799532338998715,3.9653505156055044,0.0,10.0,0.37995323389987157,0.39653505156055197,0.0,1.0,1.0
Sensitivity_Interpolation_SVP,9.619828499164734,1.8570691274308373,0.0,10.0,0.9619828499164735,0.1857069127430806,0.0,1.0,1.0
Sensitivity_Interpolation_MVP,9.621668209249815,1.8507287351794015,0.0,10.0,0.9621668209249818,0.1850728735179368,0.0,1.0,1.0
Sensitivity_Extrapolation_SVP,9.631754578135148,1.8257215046431319,0.0,10.0,0.9631754578135149,0.18257215046432043,0.0,1.0,1.0
Sensitivity_Extrapolation_MVP,9.63443376400009,1.8176611378529068,0.0,10.0,0.9634433764000091,0.1817661137852877,0.0,1.0,1.0
