Metric,Pre_Norm_Mean,Pre_Norm_Std,Pre_Norm_Min,Pre_Norm_Max,Post_Norm_Mean,Post_Norm_Std,Post_Norm_Min,Post_Norm_Max,Post_Norm_Range
MSE_Train,0.23948719970151566,0.22507014789891613,0.0213316938956317,1.055344182316993,0.21097956576805418,0.21766675975309827,0.0,1.0,1.0
AIC_Train,403.05669207124413,287.96162280293555,-327.4538879394531,1043.02783203125,0.5330319765420246,0.2101170840929507,0.0,1.0,1.0
BIC_Train,453.28569148165445,262.0490052252279,-257.50403,1046.914,0.5449094578075209,0.2008934246525463,0.0,1.0,1.0
MDL_Train,411.34188649218856,160.87019050649826,90.57329784685264,1161.571337813118,0.2995043657180172,0.15020586826803645,0.0,1.0,1.0
PSM_Train,0.0369031303998476,0.07047604897378089,0.0,0.5522810042047328,0.0668194816024624,0.12760904039287788,0.0,1.0,1.0
Extrapolation_Divergence,0.7070901855324742,0.303314045461039,0.0,10.0,0.07070901855324742,0.03033140454610395,0.0,1.0,1.0
Sensitivity_Interpolation_SVP,0.0018421188609991461,0.007654529584957336,0.0,0.1208099758151797,0.015248069114899078,0.06336007877915281,0.0,1.0,1.0
Sensitivity_Interpolation_MVP,0.07286005480266604,0.8140963604858359,0.0,10.0,0.007286005480266604,0.08140963604858359,0.0,1.0,1.0
Sensitivity_Extrapolation_SVP,0.023957465173843593,0.38749864751993035,0.0,10.0,0.002395746517384359,0.03874986475199304,0.0,1.0,1.0
Sensitivity_Extrapolation_MVP,0.08255181879028281,0.8555714093335143,0.0,10.0,0.008255181879028283,0.08555714093335144,0.0,1.0,1.0
