Metric,Pre_Norm_Mean,Pre_Norm_Std,Pre_Norm_Min,Pre_Norm_Max,Post_Norm_Mean,Post_Norm_Std,Post_Norm_Min,Post_Norm_Max,Post_Norm_Range
MSE_Train,0.21314165586233833,0.18352805272344436,0.0392371797990205,1.0912868904928934,0.1653006262875356,0.17444808059725586,0.0,1.0,1.0
AIC_Train,212.7122751282809,109.84438983828262,-10.370849609375,528.542236328125,0.4139500980006408,0.20382579808244214,0.0,1.0,1.0
BIC_Train,255.58528407578945,92.77354629306352,69.136505,531.73517,0.40304651349521187,0.2005486684512235,0.0,1.0,1.0
MDL_Train,339.58709979384673,192.63201348013573,122.63120375326898,1089.4650611869947,0.22439832280640792,0.1992400369505471,0.0,1.0,1.0
PSM_Train,0.03360453497451012,0.07648455780167195,0.0,0.7258529901733933,0.046296612991127306,0.10537196765339651,0.0,1.0,1.0
Extrapolation_Divergence,0.7194591871975258,0.2644976886248307,0.0,6.726532178557671,0.10695841008401968,0.03932155256284604,0.0,1.0,1.0
Sensitivity_Interpolation_SVP,0.10822196676535613,1.0208150080252645,0.0,10.0,0.010822196676535611,0.10208150080252658,0.0,1.0,1.0
Sensitivity_Interpolation_MVP,0.07896471034574487,0.8026666246502415,0.0,10.0,0.007896471034574488,0.08026666246502419,0.0,1.0,1.0
Sensitivity_Extrapolation_SVP,0.015432246791116126,0.17415683159890774,0.0,3.951659164710658,0.003905257550785274,0.04407182510935491,0.0,1.0,1.0
Sensitivity_Extrapolation_MVP,0.07410763514711025,0.6783841698716655,0.0,10.0,0.007410763514711026,0.06783841698716651,0.0,1.0,1.0
