Run,Equation_Index,RMSE_Train,RMSE_Test_Interpolation,RMSE_Test_Extrapolation
11,0,59.19960930481133,39.92643556873652,86.29900358909843
11,1,58.6440333497031,39.766215840998036,84.33407763868435
11,2,57.26580611439313,38.45864244501488,85.1087695506801
11,3,48.32133598482872,25.925836379162448,79.1129598438153
11,4,43.010479479413256,24.23410600928784,91.9500242279268
11,5,41.85550655364918,27.922053363313417,62.799817394491775
11,6,40.75915862203919,26.094779281785286,51.6933658997987
11,7,37.93274396350099,27.810366565165193,56.709183520634866
11,8,37.84903038814456,27.070134683704726,57.70779208333607
11,9,37.07180204617365,25.23159550108923,73.41681120555579
11,10,35.66726148182784,29.187909043808855,84.08102441027516
11,11,34.22553631893102,25.04853924837136,218.08835591869868
11,12,32.48438427847665,24.604928090913475,222.23946994213856
11,13,31.735999394313307,23.30494774381262,101.34948565560347
11,14,30.972095610633776,32.73153760892886,1967.2297633131407
11,15,29.936635507264402,25.177254570323978,162.68036212069092
11,16,29.934142497911505,25.14331402802721,162.75591018498588
11,17,26.607240094004343,25.335332002935267,394.68818307924937
11,18,26.568018773682923,25.479843611216538,394.524366209342
11,19,26.554925884682962,34.148145320327444,568.0002237543798
11,20,26.294663387790823,33.57383175406549,567.7635456832508
11,21,25.697962143376238,33.94908065494697,613.6676203424191
11,22,25.62449462164671,35.442320459645664,601.596763233165
11,23,25.2805035951763,34.91856832371556,601.3295764878029
11,24,24.908586397292225,33.6526436949669,601.0871207793666
11,25,24.489355578647892,33.56574932774772,620.1491451451568
11,26,24.278126434958335,34.11559342212387,4135.543698681859
11,27,23.897052027313755,33.52591560758441,4135.578298216907
11,28,23.47388398585995,27.609898357629373,4137.582215326272
11,29,22.448352976283644,34.80171228910579,2293.7068287550155
11,30,21.84201143268121,34.94087027321859,9144.135201956695
11,31,21.051540826775348,34.42632600921748,9144.064737411576
11,32,20.873523130761217,34.91123426836698,9143.812008474735
11,33,20.475600556741004,31.054349518279665,9144.154596498176
11,34,20.248747147134686,31.18033929381347,9143.904747861832
11,35,20.016351720503273,31.375525294194617,4098.0115639061905
11,36,19.28646573560042,33.62296721703944,4142.943610341079
11,37,19.24878205802178,33.774051676833636,4144.251933649495
11,38,17.083945597352887,30.446373318458328,4421.2644275058365
11,39,15.123123662367892,32.18019009175208,4143.956973849799
11,40,14.864138929424993,32.42246210780428,4143.543641855183
11,41,14.192578848286287,32.03187518217374,4138.57368371178
11,42,14.06163930400721,32.51786685215804,4137.977266625595
11,43,13.879785308573046,32.434902752488426,4138.3340963102855
11,44,13.681314766773076,43.28224035521047,4138.355692882513
11,45,13.34416678158889,42.32442481995048,4138.258651484393
11,46,13.068542482965182,37.94936020930833,2281.710045572123
11,47,12.84767820423076,37.07484002677646,2282.7075091854203
11,48,12.742510122083385,58.40021777576334,2282.5752070314143
11,49,12.675653495079947,57.87283330492884,2281.5052631444623
11,50,12.359437783754597,58.25260104072514,2282.5090281880566
11,51,11.373965117555004,56.212134786999975,2281.678440753536
11,52,11.26165586587547,55.84578615122465,2281.523046241116
11,53,11.084815978763126,39.15110525668998,2283.3098474087333
11,54,11.04912443176438,39.57285613566455,2282.908238502035
11,55,10.077933345745025,39.28422379786023,2283.246981686142
11,56,9.852428027290653,38.887207680937294,2283.749622779882
11,57,9.744771366413321,56.59768085697514,2282.6248205924717
11,58,9.33147203711924,58.20746902694162,2283.5391801721385
11,59,9.271445389574735,57.261570414493704,2282.4484258269863
11,60,8.639609871183492,56.190961743014334,2282.4789727956977
11,61,8.344834712372316,56.23918552173759,2283.7098393602246
11,62,8.306129161547636,56.195581480757184,2283.4307887834802
11,63,8.136889526999175,55.62612840779682,2283.6313276210444
11,64,8.122056289213548,55.63286488386766,2282.7424492347345
11,65,8.04092002976264,55.617157072561135,2283.133465321708
11,66,7.2925465189313865,57.71222094216131,2295.4980429533384
11,67,7.142619042879366,56.05009825496868,2296.2377618897194
11,68,7.07457486443504,57.2654856690141,2295.6373817611
11,69,6.951676670620101,57.906462094055655,2297.8106562903627
11,70,6.836334923816241,57.68645043474177,2297.99758221459
11,71,6.7087745470840225,57.08998631497721,2297.919470147211
11,72,6.6886548266498504,56.61292728369077,2295.185297089322
11,73,6.683515579059665,57.0007143530409,2296.5055360581327
11,74,6.507010016688423,56.75480410341635,2296.391821319731
11,75,6.332108394098561,57.223684509893886,2298.2251056307487
11,76,6.234109260022099,56.956844036171645,2298.008014741439
11,77,6.233609484973283,56.9196557853007,2297.969497740468
11,78,6.143025171873469,56.53907212943491,2279.677885468441
11,79,6.003418352676162,56.20273533409807,2279.5145529834035
11,80,5.874736321238709,56.27303158594573,2280.832433239805
11,81,5.83912905959841,56.389373231589055,2281.6210473553383
11,82,5.76024628955202,56.41312331810224,2281.0584348545863
11,83,5.74152315476606,57.03296952747294,2295.446349427666
11,84,5.459803447979403,56.55208931026781,2288.0146321467805
11,85,5.346814781927475,56.69516550160555,2287.909553645448
11,86,5.33064980740126,56.68675279005451,2288.0148591730676
11,87,5.263342315559644,56.81438225958598,2288.2283191366846
11,88,5.192318854028923,56.673434430332485,2288.177602495189
11,89,5.173398641443627,56.765833826736696,2288.479787761776
11,90,5.135684190854484,56.806582710554096,2288.1777309434906
11,91,5.080172191870627,56.79125269870912,2287.467727611981
11,92,4.874091225678072,60.118521264380796,2287.868652600639
11,93,4.865310190487737,77.53741226019594,2287.8859680477735
11,94,4.861923670194363,78.61493862078555,2288.157199185501
11,95,4.852000021274443,59.29064743353876,2289.548756289609
11,96,4.822504681681955,59.37145010625243,2289.77847718227
11,97,4.810448443726773,78.52188827062822,2289.6747208581082
11,98,4.762584548053132,78.02270669547153,2288.1207562906693
11,99,4.622718743862563,78.54295667223089,2287.9110489370264
11,100,4.60432307628765,78.51805522367752,2288.056550528348
