Run,Equation_Index,Complexity,Constant_Num,Total_Symbols,Distinct_Symbols,MSE_Train,MSE_Test_Interpolation,MSE_Test_Extrapolation,Sigma_Train,Log_likelihood_Train,AIC_Train,BIC_Train,MDL_Train,PSM_Train,Sensitivity_Interpolation_SVP,Sensitivity_Extrapolation_SVP,Sensitivity_Interpolation_MVP,Sensitivity_Extrapolation_MVP,Extrapolation_Divergence
1,0,1,1,1,1,0.8603879753964926,8.711788044575725,26.088333794673648,2.708540687917841,-661.8114013671875,0.9161055335666265,0.9137221148853955,0.16194199856518554,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3,1,3,3,0.3986919480533768,4.88773993593735,10.226968490406206,2.1091328527896387,-593.2705078125,0.5429116443841826,0.5299250804876877,0.09237318282162468,0.3848731654454615,5.592981484257e-05,0.00022889895565524,5.592981484257e-05,0.00022889895565524,0.10358015700511476
1,2,5,2,5,5,0.07404353069101584,2.349400054856198,1.7400369906398965,1.5542215720769743,-509.737060546875,0.09353060227510643,0.07789185644230746,0.008370963116103258,0.46905990067561015,0.00037318317317321,0.00152729342744823,0.00037318317317321,0.00152729342744823,0.11880119076339055
1,3,7,1,7,3,0.07087599017525302,2.41616400671402,2.9061873646539764,1.5485193076533383,-508.6096801757813,0.08194736614724021,0.055863741410876175,0.0067876159367023115,0.00633055528273931,0.0005033683335831501,0.0020600906008971702,0.0005033683335831501,0.0020600906008971702,0.12035373575673972
1,4,8,1,8,4,0.0675299526733925,2.3583054640566017,1.7538727549960442,1.541734178918598,-507.4085693359375,0.07540751522885657,0.049138086276709285,0.009132309323580036,0.013488552318552388,0.00031772778121681,0.0007925725225803,0.00031772778121681,0.0007925725225803,0.10647118308292144
1,5,10,2,10,6,0.06734880434827069,2.350939964250093,1.7571452114930026,1.5411457652251164,-507.34326171875,0.08049676147938413,0.06448769424220199,0.016342577890905662,0.00036654374547433194,0.00033045058991582,0.00081817775850535,0.00033045058991582,0.00081817775850535,0.10651510420824498
1,6,12,3,12,7,0.0672490263897389,2.366168973333462,1.75342104054969,1.5411457652251164,-507.3072509765625,0.08574552439441825,0.08000176049318887,0.022097359966509696,0.00020239739648577723,0.00033045058991582,0.00081817775850535,0.00033045058991582,0.00081817775850535,0.10651510420824503
1,7,13,1,15,8,0.06647235350559502,2.492715894674064,2.870399819035978,1.5394028092815029,-507.02679443359375,0.07332881369450596,0.04700035254660041,0.03015878764325131,0.00315041478744668,0.00025369348604584,0.00103309356713831,0.00050737476815403,0.00206617367561742,0.12239903156799473
1,8,14,1,16,9,0.06342473365302158,2.45221122874499,1.6713060945848983,1.5331318178307356,-505.9205322265625,0.06730539797746163,0.04080575712630173,0.03320594478842356,0.012423784781610419,0.00016087807807375,0.00039936081247158,0.00032173421578769,0.0007986555973005501,0.10894553384837549
1,9,16,2,19,10,0.06274597509558312,2.415216005100678,1.7090526295290298,1.5316384681507118,-505.67291259765625,0.07140198531782002,0.05513479419924207,0.04210503773232959,0.0013903035672245048,0.00016164267587563,0.00039929167057614,0.00032326510629259,0.0007985110465614899,0.10907044498649401
1,10,17,2,17,8,0.061932631521271535,2.548963908403092,2.944273920974194,1.5301144241817126,-505.3756103515625,0.0697832234994633,0.053470053025338006,0.03283271134462488,0.0033383695570755175,0.0002765672749183,0.00111822209312116,0.00055305756172954,0.0022361871417192003,0.12034917616905619
1,11,18,2,22,10,0.06054048565486893,2.5266034230293246,1.6890340128898742,1.5275044597259415,-504.865234375,0.06700431027320553,0.05061205135981288,0.048608970070555965,0.005731620793720067,0.00022420192321775,0.00059263558457767,0.00044573440119809,0.00116738342773007,0.11302437285760317
1,12,19,3,19,11,0.058439015250067,2.665026188177567,1.7353326483093674,1.5231807289649306,-504.09124755859375,0.06823491487459694,0.06199366222451966,0.042349080575909664,0.008692473717793062,0.00036225603913503,0.00251619632806983,0.00071623265615102,0.0022784745049012002,0.10726112069687485
1,13,22,4,22,11,0.056423865832324324,2.634543605376214,1.633271979057144,1.51904197554521,-503.3448791503906,0.06961589716492361,0.0735295402245816,0.04922365147028554,0.00279401139228709,0.00019077569603222,0.00053731860304471,0.00038144525335096,0.00107517845373164,0.10582781231489653
