Metric,Pre_Norm_Mean,Pre_Norm_Std,Pre_Norm_Min,Pre_Norm_Max,Post_Norm_Mean,Post_Norm_Std,Post_Norm_Min,Post_Norm_Max,Post_Norm_Range
MSE_Train,0.23342293471405087,0.2003438965339229,0.0210549941195111,1.0277130997982544,0.21096332448577448,0.1990188082763612,0.0,1.0,1.0
AIC_Train,411.65040863302096,280.92269470367614,-302.1855163574219,1032.188232421875,0.5349595086410157,0.2105277437904247,0.0,1.0,1.0
BIC_Train,464.6920758115268,259.31669874024794,-189.09995,1036.0743,0.5336318697618129,0.21165699388494977,0.0,1.0,1.0
MDL_Train,432.1641642977239,188.38370236936657,117.01652500804946,1172.1502693527862,0.2986802772433259,0.1785401171927805,0.0,1.0,1.0
PSM_Train,0.03481712823042367,0.07429894861814264,0.0,0.6016269796515905,0.05787162046919287,0.12349670332465833,0.0,1.0,1.0
Extrapolation_Divergence,0.7324408363770536,0.1499110540289562,0.0,1.549908785481784,0.4725702849341401,0.0967225009840543,0.0,1.0,1.0
Sensitivity_Interpolation_SVP,0.06663142291499165,0.8045265814435006,0.0,10.0,0.006663142291499165,0.08045265814435001,0.0,1.0,1.0
Sensitivity_Interpolation_MVP,0.02293465553302567,0.3836735708967913,0.0,10.0,0.0022934655533025667,0.03836735708967912,0.0,1.0,1.0
Sensitivity_Extrapolation_SVP,0.0021282297600725857,0.0026969247021530036,0.0,0.0191789798528013,0.1109667863675103,0.1406187775810761,0.0,1.0,1.0
Sensitivity_Extrapolation_MVP,0.006385154567067708,0.005729556445843631,0.0,0.0331579062921586,0.19256808650121893,0.17279608656106812,0.0,1.0,1.0
