complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,8248775.5,722.18036,0.0,722.180360000000,PySRFunction(X=>722.180360000000),18,0,722.180360000000
3,8248342.5,x0 + 723.23157,2.624700872596962e-05,x0 + 723.23157,PySRFunction(X=>x0 + 723.23157),18,1,x0 + 723.23157
5,8243082.0,sin(exp(x0)) / 0.001382683,0.00031898397730410554,sin(exp(x0))/0.001382683,PySRFunction(X=>sin(exp(x0))/0.001382683),18,2,sin(exp(x0))/0.001382683
6,8079070.0,exp(sin(exp(x0))) / 0.001382683,0.020097536217433692,exp(sin(exp(x0)))/0.001382683,PySRFunction(X=>exp(sin(exp(x0)))/0.001382683),18,3,exp(sin(exp(x0)))/0.001382683
7,7016199.5,square(square(-1.3601414 / (x0 + -0.52344316))),0.14105507722738767,3.42244312381395/(x0 - 0.52344316)**4,PySRFunction(X=>3.42244312381395/(x0 - 0.52344316)**4),18,4,3.42244312381395/(x0 - 0.52344316)**4
9,4931912.0,exp(exp(sin(exp(x0) * x1) / 0.45173746)),0.17624747359428938,exp(exp(sin(x1*exp(x0))/0.45173746)),PySRFunction(X=>exp(exp(sin(x1*exp(x0))/0.45173746))),18,5,exp(exp(sin(x1*exp(x0))/0.45173746))
10,4598960.5,square(-0.7686846 / square(0.43818235 - (x1 / exp(x0)))),0.06989644278549198,0.59087601427716/(0.43818235 - x1/exp(x0))**4,PySRFunction(X=>0.59087601427716/(0.43818235 - x1/exp(x0))**4),18,6,0.59087601427716/(0.43818235 - x1/exp(x0))**4
11,1507466.8,cos(x1) / square(square(0.43818235 - (x1 / exp(x0)))),1.1153996735378033,cos(x1)/((0.43818235 - x1/exp(x0))**4),PySRFunction(X=>cos(x1)/((0.43818235 - x1/exp(x0))**4)),18,7,cos(x1)/((0.43818235 - x1/exp(x0))**4)
13,910596.5,square(square(cos(square(x1)) / ((x1 / exp(x0)) - cos(1.1301755)))),0.25204301293393766,cos(x1**2)**4/(x1/exp(x0) - cos(1.1301755))**4,PySRFunction(X=>cos(x1**2)**4/(x1/exp(x0) - cos(1.1301755))**4),18,8,cos(x1**2)**4/(x1/exp(x0) - cos(1.1301755))**4
14,897724.25,square(square(sin(exp(x0) + -0.5011369) / (0.43818235 - (x1 / exp(x0))))),0.014236929397027677,sin(exp(x0) - 0.5011369)**4/(0.43818235 - x1/exp(x0))**4,PySRFunction(X=>sin(exp(x0) - 0.5011369)**4/(0.43818235 - x1/exp(x0))**4),18,9,sin(exp(x0) - 0.5011369)**4/(0.43818235 - x1/exp(x0))**4
15,889758.75,square(sin(square(exp(x0 + -0.5011369))) / square(0.43818235 - (x1 / exp(x0)))),0.008912591311633042,sin(0.367043907176693*exp(2*x0))**2/(0.43818235 - x1/exp(x0))**4,PySRFunction(X=>sin(0.367043907176693*exp(2*x0))**2/(0.43818235 - x1/exp(x0))**4),18,10,sin(0.367043907176693*exp(2*x0))**2/(0.43818235 - x1/exp(x0))**4
