Run,Equation_Index,RMSE_Train,RMSE_Test_Interpolation,RMSE_Test_Extrapolation
1,0,3035.739701768922,3364.4837901864007,3177.294754797245
1,1,3035.648748442736,3364.2492417959265,3177.030684888099
1,2,3027.8490293062378,3375.3252215733723,3185.8349950744728
1,3,3023.7972107298983,3358.7386391306068,3172.220800391411
1,4,2876.516338406649,3158.0098877992505,3000.3930381929085
1,5,2821.564913618862,3059.6435980277483,2895.6647503737913
1,6,2791.0509942041863,2967.78891462132,2788.886658485221
1,7,2611.1233476421726,2915.593008856458,2743.6093213981135
1,8,1222.0952248682356,1253.161591291156,893.519231829553
1,9,1092.9413015399032,1134.0376388776401,729.3220178124577
1,10,1088.8710947732288,1124.9400455298176,728.7919370851611
1,11,1076.3959576028847,1083.7176284329153,639.4296753289539
1,12,1075.556446055046,1089.21456205077,674.9172081852394
1,13,1062.7164251676975,1091.1073376877616,661.8245232829314
1,14,992.2721260464411,1469.751131965623,865.9912191546316
1,15,975.1533601157747,1435.90626611551,821.3365382095899
1,16,868.3735431272192,1235.9268306020542,950.6253391093973
1,17,856.5811820632424,1239.3461032135701,930.0400009072187
1,18,855.8510914871258,1716.015102562775,785.5019729971294
1,19,846.0551273921549,1225.6572795447025,853.1224108130311
1,20,844.8548251511701,1222.145336292887,816.57740938997
1,21,828.0146893587294,1221.1543949887216,805.5611788827547
1,22,820.8847068542066,1229.6148915003678,835.6918856853517
1,23,803.635464891279,1325.1760915177395,1042.7426244253147
1,24,791.0930042598654,1324.730621713551,1028.695577082754
1,25,787.5627269389483,1153.908077026461,744.2592210833805
1,26,786.5493146847601,1302.3370161719968,878.2208091032579
1,27,772.4752289216756,1284.9988679681549,749.8792537710788
1,28,772.3965408179237,1302.6347217374316,992.8670224780896
1,29,769.8578003723225,1284.2103953746976,752.8000083207621
1,30,755.2583928192239,1192.3260903264343,756.2913862096185
1,31,754.6383366804505,1203.3104528465008,749.3165821736847
1,32,750.7473681332517,1172.880229849006,766.1120489361451
1,33,748.775897398136,1187.4687669948933,763.4571688202293
1,34,733.620273373345,1206.8256505654358,783.8699753991845
1,35,733.4408295340742,1197.1796288840917,786.8592820877051
1,36,730.3901565540759,1266.4432158082177,675.439348343344
1,37,728.3636730335967,1310.9371325423908,672.9158800382909
1,38,723.0613561553696,1317.5025705480623,645.8467620717901
1,39,711.2300968012237,1331.5011052304253,695.4521612014623
1,40,704.2256347203487,1299.820678500022,751.5675554655716
1,41,701.7648674227047,1240.4557227131154,528.142561627835
1,42,701.3068911727703,1318.1391407586393,705.3230218546894
1,43,693.3354039838039,1177.7317559206024,494.96012578397
1,44,689.9100484014266,1208.2278242983016,458.3571044023229
1,45,676.525795168902,1184.9235621354692,474.3135878189417
1,46,672.5426704930057,1161.6935683671732,459.10575562965835
1,47,671.1571688204119,1164.293135143443,460.0588753175711
1,48,669.3323521276129,1162.7818324855327,458.4112311685356
1,49,664.2846411031766,1177.1305270172586,458.68256568785097
1,50,663.0521843697112,1176.9002747830718,447.2369232928015
1,51,660.0554089924543,1149.787360420724,430.7827805456625
1,52,648.1798230442097,1319.5421643533864,699.6366615920081
1,53,637.4198409291373,1245.7783743798138,678.4180162790072
1,54,637.3993638289403,1265.288091512853,690.3748607880476
1,55,635.1429215451608,1259.2074737304988,687.014858496218
1,56,635.0896972724992,1269.2434140775008,689.2584551539892
1,57,631.6956515395617,1257.6873808262308,691.7248852007951
1,58,630.8201199799809,1259.1405677789123,696.2936375439149
1,59,624.2192655929493,1266.9777049851605,691.0142622091623
1,60,616.1476155675886,910.6357052093476,1355.6789542990778
1,61,610.1188420860763,905.4764140324354,1294.917035022884
1,62,601.6989500936835,842.9648725315172,1450.9235417330847
1,63,599.4481435037828,837.6243766964413,1437.915497594164
1,64,582.054972599592,827.2280415582934,1241.970661105068
1,65,581.7873935173083,839.5796233866749,1390.56560266338
1,66,562.3647952263273,784.8734629296742,1247.282634878324
1,67,561.6324690976966,774.4624735320938,1231.7376376763054
1,68,547.5178128697111,811.5262927147708,1403.6227950320465
1,69,544.7088365999839,790.2564115420931,1447.9028188651623
1,70,543.5860050822415,790.0726016211321,1460.7540900573688
1,71,545.9012146364418,794.5523574388343,1498.2968100895544
1,72,537.9042069337856,805.2548691846941,1463.0545011050492
1,73,538.6918501495512,820.2920262629247,1453.3547956450313
1,74,527.8489007833116,774.4170330762163,1332.932946950548
1,75,533.0301150459954,807.4432444310448,1429.976055921227
1,76,527.8034637012947,810.7029149804487,1269.6782617187496
1,77,524.3685005865998,809.8101415471106,1372.356750578406
1,78,524.7850451842882,802.4171385985701,1351.817568733889
1,79,524.2025933109011,799.238025846994,1361.2061212813967
1,80,523.6447837866153,809.6814616042834,1270.0206734114024
1,81,518.5857853150908,807.5362622059031,1638.983400041458
2,0,3111.370560830319,3076.8986856226193,3174.3431802404284
2,1,3111.368832608547,3076.9053815942975,3174.2905566051404
2,2,3110.8621456720753,3073.9391555028365,3182.66411712049
2,3,2895.7613803722375,2746.2514713655255,2857.7897875924705
2,4,2866.881665590583,2801.221679032419,2914.005633445697
2,5,2276.1156767145876,2411.7028380264737,2351.1060898150445
2,6,1179.6272718764205,1674.9668943479664,1061.87093857934
2,7,1179.5991543651269,1674.8918063831513,1061.904963244909
2,8,1143.5544100575225,1606.368999965241,1017.8379871505034
2,9,1008.7952299151234,1410.748765509324,709.3110213063183
2,10,992.5681914379932,1391.5292492052226,642.1199674767907
2,11,978.555909467317,1392.1639686223061,656.8086009364649
2,12,967.4779026070617,1394.7495918983695,653.7799798645862
2,13,966.2269979749178,1394.191573982901,677.7215750517252
2,14,922.0486203463518,1417.3037110058046,773.3743726074454
2,15,906.3059226875396,1406.8912254919007,694.6264164119922
2,16,894.9109128556904,1396.2806907000709,740.9073908941448
2,17,884.7688893718969,1385.4681847283289,771.4757004655928
2,18,876.5356545119681,1386.4839184234384,728.7010771373139
2,19,863.1591140067017,1280.6130951090897,658.5316283736382
2,20,862.9943695230737,1209.3860505114371,622.8179296519871
2,21,862.9468273580839,1209.3478647538996,622.7089890302481
2,22,845.618234683483,1234.3385894313888,620.9847361855677
2,23,845.5826820539387,1234.3151778419021,620.7590727804667
2,24,789.8564574852264,1533.2335556931873,690.7838643356123
2,25,782.639324387734,1514.8521026083367,735.9486344595423
2,26,782.312132614716,1514.6668350779255,735.7309668309066
2,27,782.2577627335475,1514.4632338119275,735.6504177414655
2,28,743.6423946672893,1522.4411910620518,679.654655676721
2,29,737.5358771806407,1513.0186030398495,676.2036744398924
2,30,737.4441120680967,1513.0021550402903,676.309157167041
2,31,737.2393614275404,1512.865344220131,675.7910964666462
2,32,719.4437464510628,1501.4254628823903,671.1802588750235
2,33,719.3348173902561,1501.3649456267835,670.9925256494057
2,34,714.4452465035054,1521.2331602049194,687.1306886427972
2,35,687.5080312561846,1516.7818482331616,677.1881175952889
2,36,687.41560496093,1516.7897578109214,677.1219829199689
2,37,685.6218715045068,1521.3151032564112,670.8578351578228
2,38,685.148320288458,1521.2680154010402,671.0711958304654
2,39,685.0898898776483,1521.2772427795214,670.7972213435736
2,40,684.8111189631625,1521.2739522568404,670.5113857092489
2,41,682.6345556964415,1522.130425427832,678.8783677191382
2,42,677.4732689070429,1509.105027242078,673.4424397247315
2,43,663.9523224445076,1545.585731345577,683.0990603025783
2,44,661.3372911727512,1543.5509082510914,685.6724060221118
2,45,647.707924743632,1600.2140860151549,698.2593067657881
2,46,1208.0620944364541,1264.487446168759,717.1788216120369
2,47,1202.809868949494,1279.7643197778916,666.7448056023676
2,48,1202.758236590942,1279.67424921184,666.9282666054856
2,49,1219.6579380550227,1268.1588875826035,699.3784651497496
2,50,1190.3662374978244,1245.296194933096,693.9441900594669
2,51,1076.2765320121293,1376.6539424775904,1070.7107929415993
2,52,1207.4605030864607,1295.5722078026338,679.3069679374319
2,53,1206.4210244946582,1299.7218506198028,681.8346329168006
2,54,1212.454657112997,1214.2851261612523,720.5423985206592
2,55,1284.3605283915274,1345.5621119784425,627.5960146869255
2,56,1070.5097217248915,1414.0162557769397,1131.030331758834
2,57,1063.9335351899808,1404.572895805792,1064.0936663541493
2,58,1173.673623998764,1270.5836465951522,808.0917777245602
2,59,1058.3758980793052,1407.6587372384522,1108.1024217410193
2,60,1065.652886707677,1406.4859467642748,1125.575703650199
2,61,1186.0279627111236,1347.2890241204425,703.6713602878657
