run,fold,equation_index,equation,nan_count_train,nan_count_test_int,nan_count_test_ext,nan_count_synthetic
26,,12,x0**2*(-x1 - 0.5088691) + 3.26722863464424*x0*x1 + 4.1043476*x1 + 3.11971618781801*(-x0**2 + 0.566164268349655*x0)**2 + exp(-0.3766598*x1*(6.025453760846*x1**2*(-0.654996034654006*x0*x1*(x0*x1*(-0.6413124*x0 - sin(sin(x1 + 0.14050788)) - 2.1400218) - 2.1400218) + 0.654996034654006*x0 - sin(2*x1) - 0.5950038)**2 - x1) + sin(sin(x1*sin((sin(2*x1 - 2.219348) - sqrt(sin(sin(sin(sin(28836.295*(x1 + 0.5088691)/x0**2)**2)))))**2*sin(0.08139633*x1))))) + sin(x1) + 1.5267268*sin(sin(sin(sin(sin(831531909.327025*x0**2))))),0,0,7,0
