complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,15.536499,5.4642143,0.0,5.46421430000000,PySRFunction(X=>5.46421430000000),29,0,5.46421430000000
3,8.84882,5.467921 - x0,0.28145395659293876,5.467921 - x0,PySRFunction(X=>5.467921 - x0),29,1,5.467921 - x0
4,1.1295128,square(2.1033885 - x0),2.0584977274871306,4.42424318193225*(1 - 0.475423346661827*x0)**2,PySRFunction(X=>4.42424318193225*(1 - 0.475423346661827*x0)**2),29,2,4.42424318193225*(1 - 0.475423346661827*x0)**2
5,0.78991795,5.590764 - (x0 / x1),0.3576125889841608,5.590764 - x0/x1,PySRFunction(X=>5.590764 - x0/x1),29,3,5.590764 - x0/x1
7,0.7899099,(x1 + 5.330738) - (x0 / x1),5.095491891700761e-06,-x0/x1 + x1 + 5.330738,PySRFunction(X=>-x0/x1 + x1 + 5.330738),29,4,-x0/x1 + x1 + 5.330738
12,0.789906,(5.4642143 + log(1.4739733 + 0.18196392)) - ((x0 / x1) + 0.374489),9.874568296387008e-07,-x0/x1 + 5.59409244461642,PySRFunction(X=>-x0/x1 + 5.59409244461642),29,5,-x0/x1 + 5.59409244461642
14,0.789806,((square(x1 * x0) + 5.734482) - (x0 / x1)) + (x1 / -1.2520465),6.330267804103373e-05,x0**2*x1**2 - x0/x1 + x1/(-1.2520465) + 5.734482,PySRFunction(X=>x0**2*x1**2 - x0/x1 + x1/(-1.2520465) + 5.734482),29,6,x0**2*x1**2 - x0/x1 + x1/(-1.2520465) + 5.734482
19,0.7898039,square((-1.5671885 - square(x0)) * square(x0)) - (1.894879 - (((-0.32136056 / square(x0)) + x0) * -0.3056604)),5.317768646521391e-07,2.45607979453225*x0**4*(-0.63808533561853*x0**2 - 1)**2 - (1.894879 - (-0.3056604)*(x0 - 0.32136056/x0**2)),PySRFunction(X=>2.45607979453225*x0**4*(-0.63808533561853*x0**2 - 1)**2 - (1.894879 - (-0.3056604)*(x0 - 0.32136056/x0**2))),29,7,2.45607979453225*x0**4*(-0.63808533561853*x0**2 - 1)**2 - (1.894879 - (-0.3056604)*(x0 - 0.32136056/x0**2))
23,0.7898011,x1 + ((sin(x1 * square(x0)) - (x0 / x1)) + (((x1 + (x1 * square(x0))) / log(x1)) + 5.4642143)),8.862975237292684e-07,-x0/x1 + x1 + (x0**2*x1 + x1)/log(x1) + sin(x0**2*x1) + 5.4642143,PySRFunction(X=>-x0/x1 + x1 + (x0**2*x1 + x1)/log(x1) + sin(x0**2*x1) + 5.4642143),29,8,-x0/x1 + x1 + (x0**2*x1 + x1)/log(x1) + sin(x0**2*x1) + 5.4642143
32,0.78980106,square(square(x0) * (-1.5671885 - square(x0))) - ((1.894879 - sin(sin((0.10150423 / square(x0)) * sin(1.894879 - sin(0.10150423 / square(x0)))))) - sin(sin(x0 * -0.31585777))),5.627295981681256e-09,2.45607979453225*x0**4*(-0.63808533561853*x0**2 - 1)**2 - (-sin(sin(x0*(-0.31585777))) - sin(sin(0.10150423*sin(1.894879 - sin(0.10150423/(x0**2)))/(x0**2))) + 1.894879),PySRFunction(X=>2.45607979453225*x0**4*(-0.63808533561853*x0**2 - 1)**2 - (-sin(sin(x0*(-0.31585777))) - sin(sin(0.10150423*sin(1.894879 - sin(0.10150423/(x0**2)))/(x0**2))) + 1.894879)),29,9,2.45607979453225*x0**4*(-0.63808533561853*x0**2 - 1)**2 - (-sin(sin(x0*(-0.31585777))) - sin(sin(0.10150423*sin(1.894879 - sin(0.10150423/(x0**2)))/(x0**2))) + 1.894879)
82,0.789801,square((square(x0) - -1.5671885) * square(x0)) - ((1.894879 - sin(sin((0.10150423 / square(x0)) * sin(1.894879 - sin((0.2688575 / (square(x0) * 2.0525413)) + sin(sin(0.12163546 * (x0 * sin((((x0 + x1) / ((x1 - 0.10150423) / sin(((((x0 * sin(-0.08164224 * (((x0 * x1) / 1.894879) * x1))) - x0) * x0) * -0.32136056) / sin(square(x0) - 0.6285603)))) * -0.67120427) * square(x1 * -1.1393934)))))))))) - sin(sin(-0.31585777 * x0))),1.519370014227378e-09,x0**4*(x0**2 - 1*(-1.5671885))**2 - (-sin(sin(-0.31585777*x0)) - sin(sin(0.10150423*sin(1.894879 - sin(sin(sin(0.12163546*x0*sin((x0 + x1)*(-0.67120427)*(1.29821731996356*x1**2)/((x1 - 1*0.10150423)/sin((x0*sin(-0.08164224*x0*x1*x1/1.894879) - x0)*x0*(-0.32136056)/sin(x0**2 - 1*0.6285603)))))) + 0.2688575/((x0**2*2.0525413))))/(x0**2))) + 1.894879),PySRFunction(X=>x0**4*(x0**2 - 1*(-1.5671885))**2 - (-sin(sin(-0.31585777*x0)) - sin(sin(0.10150423*sin(1.894879 - sin(sin(sin(0.12163546*x0*sin((x0 + x1)*(-0.67120427)*(1.29821731996356*x1**2)/((x1 - 1*0.10150423)/sin((x0*sin(-0.08164224*x0*x1*x1/1.894879) - x0)*x0*(-0.32136056)/sin(x0**2 - 1*0.6285603)))))) + 0.2688575/((x0**2*2.0525413))))/(x0**2))) + 1.894879)),29,10,x0**4*(x0**2 - 1*(-1.5671885))**2 - (-sin(sin(-0.31585777*x0)) - sin(sin(0.10150423*sin(1.894879 - sin(sin(sin(0.12163546*x0*sin((x0 + x1)*(-0.67120427)*(1.29821731996356*x1**2)/((x1 - 1*0.10150423)/sin((x0*sin(-0.08164224*x0*x1*x1/1.894879) - x0)*x0*(-0.32136056)/sin(x0**2 - 1*0.6285603)))))) + 0.2688575/((x0**2*2.0525413))))/(x0**2))) + 1.894879)
