complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,15.6499605,5.9443603,0.0,5.94436030000000,PySRFunction(X=>5.94436030000000),9,0,5.94436030000000
3,10.33728,4.6053853 - x0,0.20735580731959943,4.6053853 - x0,PySRFunction(X=>4.6053853 - x0),9,1,4.6053853 - x0
4,0.95769197,square(x0 + -2.0483165),2.378985865543441,4.19560048417225*(0.488205802179497*x0 - 1)**2,PySRFunction(X=>4.19560048417225*(0.488205802179497*x0 - 1)**2),9,2,4.19560048417225*(0.488205802179497*x0 - 1)**2
6,0.6343758,square(1.7865046 - x0) + 1.4137865,0.20594233425385602,3.19159868582116*(1 - 0.559752267080645*x0)**2 + 1.4137865,PySRFunction(X=>3.19159868582116*(1 - 0.559752267080645*x0)**2 + 1.4137865),9,3,3.19159868582116*(1 - 0.559752267080645*x0)**2 + 1.4137865
8,0.630351,square((x0 - 1.7783812) - 0.021844897) + 1.3671348,0.0031823581084190825,(x0 - 1*1.7783812 - 1*0.021844897)**2 + 1.3671348,PySRFunction(X=>(x0 - 1*1.7783812 - 1*0.021844897)**2 + 1.3671348),9,4,(x0 - 1*1.7783812 - 1*0.021844897)**2 + 1.3671348
9,0.627599,exp(x1) + square(1.7783812 - (-0.045270856 + x0)),0.004375379610228848,3.32570682135303*(1 - 0.548350216649003*x0)**2 + exp(x1),PySRFunction(X=>3.32570682135303*(1 - 0.548350216649003*x0)**2 + exp(x1)),9,5,3.32570682135303*(1 - 0.548350216649003*x0)**2 + exp(x1)
10,0.62735444,1.4590386 + ((x0 / -9.973547) + square(x0 - 1.7783812)),0.00038975151635247757,x0/(-9.973547) + (x0 - 1*1.7783812)**2 + 1.4590386,PySRFunction(X=>x0/(-9.973547) + (x0 - 1*1.7783812)**2 + 1.4590386),9,6,x0/(-9.973547) + (x0 - 1*1.7783812)**2 + 1.4590386
12,0.6268121,((x0 / -9.973547) + 1.4590386) + (square(x0 - 1.7783812) - 0.021844897),0.000432430635412381,x0/(-9.973547) + (x0 - 1*1.7783812)**2 - 1*0.021844897 + 1.4590386,PySRFunction(X=>x0/(-9.973547) + (x0 - 1*1.7783812)**2 - 1*0.021844897 + 1.4590386),9,7,x0/(-9.973547) + (x0 - 1*1.7783812)**2 - 1*0.021844897 + 1.4590386
18,0.6268086,square(x0 - 1.7865046) + (exp(cos(cos(square(cos(sin((x0 * 0.39668) + x1)))))) / 1.5469311),9.306376854327981e-07,(x0 - 1*1.7865046)**2 + exp(cos(cos(cos(sin(x0*0.39668 + x1))**2)))/1.5469311,PySRFunction(X=>(x0 - 1*1.7865046)**2 + exp(cos(cos(cos(sin(x0*0.39668 + x1))**2)))/1.5469311),9,8,(x0 - 1*1.7865046)**2 + exp(cos(cos(cos(sin(x0*0.39668 + x1))**2)))/1.5469311
22,0.62680686,(exp(cos(cos(sin(sin(x0 - 0.32977402))))) / (cos((x1 + 0.91881734) * -0.31886077) * 1.542796)) + square(1.7826165 - x0),6.939927177032875e-07,3.17772158607225*(1 - 0.560973153788266*x0)**2 + exp(cos(cos(sin(sin(x0 - 1*0.32977402)))))/((cos((x1 + 0.91881734)*(-0.31886077))*1.542796)),PySRFunction(X=>3.17772158607225*(1 - 0.560973153788266*x0)**2 + exp(cos(cos(sin(sin(x0 - 1*0.32977402)))))/((cos((x1 + 0.91881734)*(-0.31886077))*1.542796))),9,9,3.17772158607225*(1 - 0.560973153788266*x0)**2 + exp(cos(cos(sin(sin(x0 - 1*0.32977402)))))/((cos((x1 + 0.91881734)*(-0.31886077))*1.542796))
24,0.626805,((exp(cos(cos(sin(sin(x0 - 0.32977402))))) / (cos((x1 + 0.89506924) * 0.32480502) * 1.5469311)) + square(1.7824429 - x0)) - -0.004061646,1.483712829593331e-06,3.17710269176041*(1 - 0.561027789445597*x0)**2 - 1*(-0.004061646) + exp(cos(cos(sin(sin(x0 - 1*0.32977402)))))/((cos((x1 + 0.89506924)*0.32480502)*1.5469311)),PySRFunction(X=>3.17710269176041*(1 - 0.561027789445597*x0)**2 - 1*(-0.004061646) + exp(cos(cos(sin(sin(x0 - 1*0.32977402)))))/((cos((x1 + 0.89506924)*0.32480502)*1.5469311))),9,10,3.17710269176041*(1 - 0.561027789445597*x0)**2 - 1*(-0.004061646) + exp(cos(cos(sin(sin(x0 - 1*0.32977402)))))/((cos((x1 + 0.89506924)*0.32480502)*1.5469311))
29,0.62680495,(exp(cos(cos(sin(sin(0.32977402 - x0))))) / (cos((x1 + 0.91881734) * (cos(-0.22785299 * 0.2928951) * -0.31886077)) * 1.5469311)) + (square(x0 - 1.7824429) - -0.004061646),1.5953925684037432e-08,(x0 - 1*1.7824429)**2 - 1*(-0.004061646) + exp(cos(cos(sin(sin(0.32977402 - x0)))))/((cos((x1 + 0.91881734)*cos(-0.227852990000000*0.2928951)*(-0.31886077))*1.5469311)),PySRFunction(X=>(x0 - 1*1.7824429)**2 - 1*(-0.004061646) + exp(cos(cos(sin(sin(0.32977402 - x0)))))/((cos((x1 + 0.91881734)*cos(-0.227852990000000*0.2928951)*(-0.31886077))*1.5469311))),9,11,(x0 - 1*1.7824429)**2 - 1*(-0.004061646) + exp(cos(cos(sin(sin(0.32977402 - x0)))))/((cos((x1 + 0.91881734)*cos(-0.227852990000000*0.2928951)*(-0.31886077))*1.5469311))
32,0.6268048,(exp(cos(cos(sin(sin(0.32977402 - x0))))) / (cos(-0.31886077 * (x1 + (0.91881734 * cos((cos(-1.3533418) - x0) * 0.073134325)))) * 1.5469311)) + (square(1.7824429 - x0) - -0.004061646),7.97696412226767e-08,3.17710269176041*(1 - 0.561027789445597*x0)**2 - 1*(-0.004061646) + exp(cos(cos(sin(sin(0.32977402 - x0)))))/((cos(-0.31886077*(x1 + 0.91881734*cos(-x0 + cos(-1.3533418)*0.073134325)))*1.5469311)),PySRFunction(X=>3.17710269176041*(1 - 0.561027789445597*x0)**2 - 1*(-0.004061646) + exp(cos(cos(sin(sin(0.32977402 - x0)))))/((cos(-0.31886077*(x1 + 0.91881734*cos(-x0 + cos(-1.3533418)*0.073134325)))*1.5469311))),9,12,3.17710269176041*(1 - 0.561027789445597*x0)**2 - 1*(-0.004061646) + exp(cos(cos(sin(sin(0.32977402 - x0)))))/((cos(-0.31886077*(x1 + 0.91881734*cos(-x0 + cos(-1.3533418)*0.073134325)))*1.5469311))
41,0.62680477,((exp(cos(cos(sin(sin(0.32977402 - x0))))) / (cos(-0.31886077 * ((x1 + 0.91881734) * cos((cos(x0) - (x0 * sin(exp(x1 - sin(2.4441643))))) * (0.28902012 * x1)))) * 1.5469311)) + square(x0 - 1.7824429)) - -0.004061646,5.317976852913435e-09,(x0 - 1*1.7824429)**2 - 1*(-0.004061646) + exp(cos(cos(sin(sin(0.32977402 - x0)))))/((cos(-0.31886077*(x1 + 0.91881734)*cos(-x0*sin(exp(x1 - sin(2.4441643))) + cos(x0)*0.28902012*x1))*1.5469311)),PySRFunction(X=>(x0 - 1*1.7824429)**2 - 1*(-0.004061646) + exp(cos(cos(sin(sin(0.32977402 - x0)))))/((cos(-0.31886077*(x1 + 0.91881734)*cos(-x0*sin(exp(x1 - sin(2.4441643))) + cos(x0)*0.28902012*x1))*1.5469311))),9,13,(x0 - 1*1.7824429)**2 - 1*(-0.004061646) + exp(cos(cos(sin(sin(0.32977402 - x0)))))/((cos(-0.31886077*(x1 + 0.91881734)*cos(-x0*sin(exp(x1 - sin(2.4441643))) + cos(x0)*0.28902012*x1))*1.5469311))
