complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,0.99730456,0.037041437,0.0,0.0370414370000000,PySRFunction(X=>0.0370414370000000),2,0,0.0370414370000000
3,0.6388334,cos(exp(x1)),0.22270624961665317,cos(exp(x1)),PySRFunction(X=>cos(exp(x1))),2,1,cos(exp(x1))
4,0.47308302,sin(-2.0019765 * x1),0.3003728094485373,sin(-2.0019765*x1),PySRFunction(X=>sin(-2.0019765*x1)),2,2,sin(-2.0019765*x1)
5,0.45435292,cos(x0 + exp(x1)),0.04039663817664514,cos(x0 + exp(x1)),PySRFunction(X=>cos(x0 + exp(x1))),2,3,cos(x0 + exp(x1))
6,0.38461745,cos(exp(sin(x1 + x0))),0.16662504894393043,cos(exp(sin(x0 + x1))),PySRFunction(X=>cos(exp(sin(x0 + x1)))),2,4,cos(exp(sin(x0 + x1)))
9,0.329358,cos(exp(x0 * 0.8623874) + x1) + -0.22054848,0.05170129962662442,cos(x1 + exp(x0*0.8623874)) - 0.22054848,PySRFunction(X=>cos(x1 + exp(x0*0.8623874)) - 0.22054848),2,5,cos(x1 + exp(x0*0.8623874)) - 0.22054848
10,0.32851702,cos(exp(exp(-0.24807255) * x0) + (x1 * 1.2917942)),0.0025566572145830162,cos(x1*1.2917942 + exp(x0*exp(-0.24807255))),PySRFunction(X=>cos(x1*1.2917942 + exp(x0*exp(-0.24807255)))),2,6,cos(x1*1.2917942 + exp(x0*exp(-0.24807255)))
11,0.294257,(cos(x1 + exp(x0 * 0.8623874)) + -0.21876486) * 1.2755164,0.1101351126935835,(cos(x1 + exp(x0*0.8623874)) - 0.21876486)*1.2755164,PySRFunction(X=>(cos(x1 + exp(x0*0.8623874)) - 0.21876486)*1.2755164),2,7,(cos(x1 + exp(x0*0.8623874)) - 0.21876486)*1.2755164
13,0.28752008,(-0.109297134 + cos((x1 + exp(x0 * 0.65178925)) * 1.2917942)) * 1.3717726,0.011580416937759398,(cos((x1 + exp(x0*0.65178925))*1.2917942) - 0.109297134)*1.3717726,PySRFunction(X=>(cos((x1 + exp(x0*0.65178925))*1.2917942) - 0.109297134)*1.3717726),2,8,(cos((x1 + exp(x0*0.65178925))*1.2917942) - 0.109297134)*1.3717726
15,0.25620866,(-0.12770756 + cos((exp(-0.15939541 + (x0 * 0.73813534)) + x1) * -1.2658625)) / 0.7527245,0.05765025533397353,(cos((x1 + exp(x0*0.73813534 - 0.15939541))*(-1.2658625)) - 0.12770756)/0.7527245,PySRFunction(X=>(cos((x1 + exp(x0*0.73813534 - 0.15939541))*(-1.2658625)) - 0.12770756)/0.7527245),2,9,(cos((x1 + exp(x0*0.73813534 - 0.15939541))*(-1.2658625)) - 0.12770756)/0.7527245
