complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,8.497796,x3,0.0,x3,PySRFunction(X=>x3),20,0,x3
2,7.937055,sin(x1),0.06826453610099596,sin(x1),PySRFunction(X=>sin(x1)),20,1,sin(x1)
3,5.5215435,x1 - x0,0.36288485888713906,-x0 + x1,PySRFunction(X=>-x0 + x1),20,2,-x0 + x1
5,4.867545,(x1 - x0) - x0,0.06303386877708896,-x0 - x0 + x1,PySRFunction(X=>-x0 - x0 + x1),20,3,-x0 - x0 + x1
6,4.863626,x1 - (x0 / sqrt(0.3025944)),0.0008054529535801886,-1.81789818809478*x0 + x1,PySRFunction(X=>-1.81789818809478*x0 + x1),20,4,-1.81789818809478*x0 + x1
7,4.1383214,((x1 - x3) - x0) - x0,0.1614940035808741,-x0 - x0 + x1 - x3,PySRFunction(X=>-x0 - x0 + x1 - x3),20,5,-x0 - x0 + x1 - x3
9,3.177287,(((x1 - x3) - x0) - x0) / 0.6226902,0.13213127933817434,(-x0 - x0 + x1 - x3)/0.6226902,PySRFunction(X=>(-x0 - x0 + x1 - x3)/0.6226902),20,6,(-x0 - x0 + x1 - x3)/0.6226902
10,3.1561985,(((x1 - x3) - x0) - x0) / sqrt(0.35542673),0.006659390926247,-3.35470976367508*x0 + 1.67735488183754*x1 - 1.67735488183754*x3,PySRFunction(X=>-3.35470976367508*x0 + 1.67735488183754*x1 - 1.67735488183754*x3),20,7,-3.35470976367508*x0 + 1.67735488183754*x1 - 1.67735488183754*x3
11,2.8130193,(((x1 - x3) - (x0 / 0.417993)) - x3) - x0,0.11510990659005707,-x0/0.417993 - x0 + x1 - x3 - x3,PySRFunction(X=>-x0/0.417993 - x0 + x1 - x3 - x3),20,8,-x0/0.417993 - x0 + x1 - x3 - x3
13,2.3756177,(((((x1 - x3) - x0) - x0) - x0) - x3) / 0.59636176,0.08450045130278801,(-x0 - x0 - x0 + x1 - x3 - x3)/0.59636176,PySRFunction(X=>(-x0 - x0 - x0 + x1 - x3 - x3)/0.59636176),20,9,(-x0 - x0 - x0 + x1 - x3 - x3)/0.59636176
15,2.2198143,(((((x1 - x3) - x0) - x0) / (1.2473689 + -0.848212)) - x3) - x1,0.03391697207214983,-x1 - x3 + (-x0 - x0 + x1 - x3)/(-0.848212 + 1.2473689),PySRFunction(X=>-x1 - x3 + (-x0 - x0 + x1 - x3)/(-0.848212 + 1.2473689)),20,10,-x1 - x3 + (-x0 - x0 + x1 - x3)/(-0.848212 + 1.2473689)
20,2.131867,((((((((x1 - x3) - x0) - x3) - x0) - x0) - x0) - x3) - x0) - sin(x3),0.008085084423658767,-x0 - x0 - x0 - x0 - x0 + x1 - x3 - x3 - x3 - sin(x3),PySRFunction(X=>-x0 - x0 - x0 - x0 - x0 + x1 - x3 - x3 - x3 - sin(x3)),20,11,-x0 - x0 - x0 - x0 - x0 + x1 - x3 - x3 - x3 - sin(x3)
21,2.0733304,(((((x1 - x3) - x0) - x3) - x0) - ((x0 + (x3 + x3)) + x0)) - (x0 * 1.3240625),0.02784191832752139,-1.3240625*x0 - x0 - x0 + x1 - x3 - x3 - (x0 + x0 + x3 + x3),PySRFunction(X=>-1.3240625*x0 - x0 - x0 + x1 - x3 - x3 - (x0 + x0 + x3 + x3)),20,12,-1.3240625*x0 - x0 - x0 + x1 - x3 - x3 - (x0 + x0 + x3 + x3)
23,2.051762,(((((((((x1 - x3) - x0) - x3) - x0) - x0) - x0) - x3) - x0) - (0.6269175 * x3)) / 0.89866006,0.0052286335573135554,(-x0 - x0 - x0 - x0 - x0 + x1 - x3 - x3 - x3 - 0.6269175*x3)/0.89866006,PySRFunction(X=>(-x0 - x0 - x0 - x0 - x0 + x1 - x3 - x3 - x3 - 0.6269175*x3)/0.89866006),20,13,(-x0 - x0 - x0 - x0 - x0 + x1 - x3 - x3 - x3 - 0.6269175*x3)/0.89866006
25,2.0479248,((((((((((x1 - x3) - x0) - x3) - x0) - x0) - x0) - x3) - x0) - (0.6269175 * x3)) / 0.89866006) / 1.0266782,0.0009359742116210721,(-x0 - x0 - x0 - x0 - x0 + x1 - x3 - x3 - x3 - 0.6269175*x3)/(0.89866006*1.0266782),PySRFunction(X=>(-x0 - x0 - x0 - x0 - x0 + x1 - x3 - x3 - x3 - 0.6269175*x3)/(0.89866006*1.0266782)),20,14,(-x0 - x0 - x0 - x0 - x0 + x1 - x3 - x3 - x3 - 0.6269175*x3)/(0.89866006*1.0266782)
37,2.0087898,(((((((((((x1 - x3) - x0) - (x3 - x0)) - (x0 - 0.97615427)) - 0.784646) - x0) - x0) - x0) - x0) - ((x3 * 0.64989525) - ((x2 - -0.8207882) / -4.249775))) / 0.92838055) - x3,0.0016078780469223396,-x3 + (-x0 - x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (x3*0.64989525 - (x2 - 1*(-0.8207882))/(-4.249775)) - 1*0.784646)/0.92838055,PySRFunction(X=>-x3 + (-x0 - x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (x3*0.64989525 - (x2 - 1*(-0.8207882))/(-4.249775)) - 1*0.784646)/0.92838055),20,15,-x3 + (-x0 - x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (x3*0.64989525 - (x2 - 1*(-0.8207882))/(-4.249775)) - 1*0.784646)/0.92838055
40,2.0082607,(((((((((((x1 - x3) - x0) - (x3 - x0)) - (x0 - 0.97615427)) - 0.8319389) - x0) - x0) - x0) - x0) - ((x3 * 0.64989525) - cos(((x2 - -0.8207882) / -4.3198614) - -4.7671614))) / 0.92838055) - x3,8.780903684761475e-05,-x3 + (-x0 - x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (x3*0.64989525 - cos((x2 - 1*(-0.8207882))/(-4.3198614) - 1*(-4.7671614))) - 1*0.8319389)/0.92838055,PySRFunction(X=>-x3 + (-x0 - x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (x3*0.64989525 - cos((x2 - 1*(-0.8207882))/(-4.3198614) - 1*(-4.7671614))) - 1*0.8319389)/0.92838055),20,16,-x3 + (-x0 - x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (x3*0.64989525 - cos((x2 - 1*(-0.8207882))/(-4.3198614) - 1*(-4.7671614))) - 1*0.8319389)/0.92838055
52,2.0077991,(((((((((((x1 - x3) - x0) - (x3 - x0)) - (x0 - 0.97615427)) - sin(cos(cos(1.7587581)))) - x0) - x0) - x0) - x0) - ((0.64989525 * x3) - cos(((x2 - -0.8207882) / ((-19.885174 - square(x3)) * 0.21425253)) - (-4.117821 - 0.6493404)))) / (0.9646439 + -0.036263324)) - x3,1.9156421344148252e-05,-x3 + (-x0 - x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (0.64989525*x3 - cos(-(-4.117821 - 1*0.6493404) + (x2 - 1*(-0.8207882))/((-x3**2 - 19.885174*0.21425253)))) - sin(cos(cos(1.7587581))))/(-0.036263324 + 0.9646439),PySRFunction(X=>-x3 + (-x0 - x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (0.64989525*x3 - cos(-(-4.117821 - 1*0.6493404) + (x2 - 1*(-0.8207882))/((-x3**2 - 19.885174*0.21425253)))) - sin(cos(cos(1.7587581))))/(-0.036263324 + 0.9646439)),20,17,-x3 + (-x0 - x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (0.64989525*x3 - cos(-(-4.117821 - 1*0.6493404) + (x2 - 1*(-0.8207882))/((-x3**2 - 19.885174*0.21425253)))) - sin(cos(cos(1.7587581))))/(-0.036263324 + 0.9646439)
55,2.0032477,((((0.23285843 + (((((((((x1 - x3) - x0) - (x3 - x0)) - (x0 - 0.97615427)) - cos(cos(sin(x3)))) - x0) - x0) - (x0 - (-0.32281086 - x3))) - x0)) - (cos((((-4.117821 - (x2 * -1.4097275)) - (0.7609701 - x2)) * 0.21352036) - x3) * 0.6269175)) / 0.9646439) / 0.9646439) - x3,0.0007564778274229258,-x3 + (-x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (x0 - (-x3 - 0.32281086)) - 0.6269175*cos(-x3 - (-1.4097275)*x2 - (0.7609701 - x2) - 4.117821*0.21352036) - cos(cos(sin(x3))) + 0.23285843)/(0.9646439*0.9646439),PySRFunction(X=>-x3 + (-x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (x0 - (-x3 - 0.32281086)) - 0.6269175*cos(-x3 - (-1.4097275)*x2 - (0.7609701 - x2) - 4.117821*0.21352036) - cos(cos(sin(x3))) + 0.23285843)/(0.9646439*0.9646439)),20,18,-x3 + (-x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (x0 - (-x3 - 0.32281086)) - 0.6269175*cos(-x3 - (-1.4097275)*x2 - (0.7609701 - x2) - 4.117821*0.21352036) - cos(cos(sin(x3))) + 0.23285843)/(0.9646439*0.9646439)
59,2.0004985,((((((((((((x1 - x3) - x0) - (x3 - x0)) - (x0 - 0.97615427)) - cos(cos((x3 * x0) - exp(x0 - 0.34602097)))) - x0) - x0) - (x0 - (-0.32281086 - x3))) - x0) - (cos((((x2 - 6.4157724) - ((x1 - x3) - x0)) * 0.21352036) - x3) * 0.64989525)) / 0.9646439) + 0.23285843) - x3,0.00034332850969435774,-x3 + (-x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (x0 - (-x3 - 0.32281086)) - 0.64989525*cos(-x3 + x2 - (-x0 + x1 - x3) - 1*6.4157724*0.21352036) - cos(cos(x0*x3 - exp(x0 - 1*0.34602097))))/0.9646439 + 0.23285843,PySRFunction(X=>-x3 + (-x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (x0 - (-x3 - 0.32281086)) - 0.64989525*cos(-x3 + x2 - (-x0 + x1 - x3) - 1*6.4157724*0.21352036) - cos(cos(x0*x3 - exp(x0 - 1*0.34602097))))/0.9646439 + 0.23285843),20,19,-x3 + (-x0 - x0 - x0 - x0 + x1 - x3 - (-x0 + x3) - (x0 - 1*0.97615427) - (x0 - (-x3 - 0.32281086)) - 0.64989525*cos(-x3 + x2 - (-x0 + x1 - x3) - 1*6.4157724*0.21352036) - cos(cos(x0*x3 - exp(x0 - 1*0.34602097))))/0.9646439 + 0.23285843
