complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,10930984.0,847.22125,0.0,847.221250000000,PySRFunction(X=>847.221250000000),4,0,847.221250000000
4,10892201.0,square(29.814331 + x1),0.0011847656770809785,888.894332977561*(0.0335409169503082*x1 + 1)**2,PySRFunction(X=>888.894332977561*(0.0335409169503082*x1 + 1)**2),4,1,888.894332977561*(0.0335409169503082*x1 + 1)**2
5,9095525.0,97.60915 / (0.7346417 - x0),0.18026449422406193,97.60915/(0.7346417 - x0),PySRFunction(X=>97.60915/(0.7346417 - x0)),4,2,97.60915/(0.7346417 - x0)
7,9065211.0,(x1 + 97.60915) / (0.7346417 - x0),0.0016692070274103386,(x1 + 97.60915)/(0.7346417 - x0),PySRFunction(X=>(x1 + 97.60915)/(0.7346417 - x0)),4,3,(x1 + 97.60915)/(0.7346417 - x0)
9,8188449.0,((x1 + 1.3736877) * 71.05629) / (0.7346417 - x0),0.0508598088160145,(x1 + 1.3736877)*71.05629/(0.7346417 - x0),PySRFunction(X=>(x1 + 1.3736877)*71.05629/(0.7346417 - x0)),4,4,(x1 + 1.3736877)*71.05629/(0.7346417 - x0)
10,1350067.6,square((1.5511514 / (x1 + -0.57003593)) / (x0 + -0.79678404)),1.80256983737071,2.40607066572196/((x0 - 0.79678404)**2*(x1 - 0.57003593)**2),PySRFunction(X=>2.40607066572196/((x0 - 0.79678404)**2*(x1 - 0.57003593)**2)),4,5,2.40607066572196/((x0 - 0.79678404)**2*(x1 - 0.57003593)**2)
12,1334217.0,square(4.8168344 - ((1.4955442 / (x1 + -0.57003593)) / (x0 + -0.79678404))),0.005905031170380649,23.2018936370234*(1 - 0.310482793429643/((x0 - 0.79678404)*(x1 - 0.57003593)))**2,PySRFunction(X=>23.2018936370234*(1 - 0.310482793429643/((x0 - 0.79678404)*(x1 - 0.57003593)))**2),4,6,23.2018936370234*(1 - 0.310482793429643/((x0 - 0.79678404)*(x1 - 0.57003593)))**2
13,1322728.5,square(((-1.57382 / (x1 + -0.57003593)) / (x0 + -0.79678404)) - square(x2)),0.008647954276234254,2.4769093924*(-0.635396678146167*x2**2 - 1/((x0 - 0.79678404)*(x1 - 0.57003593)))**2,PySRFunction(X=>2.4769093924*(-0.635396678146167*x2**2 - 1/((x0 - 0.79678404)*(x1 - 0.57003593)))**2),4,7,2.4769093924*(-0.635396678146167*x2**2 - 1/((x0 - 0.79678404)*(x1 - 0.57003593)))**2
15,1211225.5,square((square(x2) + (-1.57382 / (x1 + -0.57003593))) / (x0 + -0.79678404)) / 0.885035,0.04403199583683308,(2.4769093924*(0.635396678146167*x2**2 - 1/(x1 - 0.57003593))**2/(x0 - 0.79678404)**2)/0.885035,PySRFunction(X=>(2.4769093924*(0.635396678146167*x2**2 - 1/(x1 - 0.57003593))**2/(x0 - 0.79678404)**2)/0.885035),4,8,(2.4769093924*(0.635396678146167*x2**2 - 1/(x1 - 0.57003593))**2/(x0 - 0.79678404)**2)/0.885035
17,1210724.4,(square(((-1.57382 / (x1 + -0.57003593)) + square(x2)) / (x0 + -0.79678404)) / 0.885035) - x0,0.00020689941073939096,-x0 + (2.4769093924*(0.635396678146167*x2**2 - 1/(x1 - 0.57003593))**2/(x0 - 0.79678404)**2)/0.885035,PySRFunction(X=>-x0 + (2.4769093924*(0.635396678146167*x2**2 - 1/(x1 - 0.57003593))**2/(x0 - 0.79678404)**2)/0.885035),4,9,-x0 + (2.4769093924*(0.635396678146167*x2**2 - 1/(x1 - 0.57003593))**2/(x0 - 0.79678404)**2)/0.885035
20,1204675.1,square(((-1.57382 / (-0.57003593 + x1)) / (x0 + -0.79678404)) - square((x2 + (square(x0) + x2)) - x0)),0.001669651375926772,2.4769093924*(-0.635396678146167*(x0**2 - x0 + x2 + x2)**2 - 1/((x0 - 0.79678404)*(x1 - 0.57003593)))**2,PySRFunction(X=>2.4769093924*(-0.635396678146167*(x0**2 - x0 + x2 + x2)**2 - 1/((x0 - 0.79678404)*(x1 - 0.57003593)))**2),4,10,2.4769093924*(-0.635396678146167*(x0**2 - x0 + x2 + x2)**2 - 1/((x0 - 0.79678404)*(x1 - 0.57003593)))**2
21,1184712.8,square(((-1.57382 / (-0.57003593 + x1)) / (-0.79678404 + x0)) - square((1.1083821 - x1) + ((x2 + x2) - x0))),0.01670952168755704,16.0*(-(-0.5*x0 - 0.5*x1 + x2 + 0.55419105)**2 - 0.393455/((x0 - 0.79678404)*(x1 - 0.57003593)))**2,PySRFunction(X=>16.0*(-(-0.5*x0 - 0.5*x1 + x2 + 0.55419105)**2 - 0.393455/((x0 - 0.79678404)*(x1 - 0.57003593)))**2),4,11,16.0*(-(-0.5*x0 - 0.5*x1 + x2 + 0.55419105)**2 - 0.393455/((x0 - 0.79678404)*(x1 - 0.57003593)))**2
23,1175445.2,square((exp(x0) - square(square(x1) + ((x2 + x2) - x0))) + ((-1.57382 / (x1 + -0.57003593)) / (-0.79678404 + x0))),0.003926706446093239,2.4769093924*(-0.635396678146167*(-x0 + x1**2 + x2 + x2)**2 + 0.635396678146167*exp(x0) - 1/((x0 - 0.79678404)*(x1 - 0.57003593)))**2,PySRFunction(X=>2.4769093924*(-0.635396678146167*(-x0 + x1**2 + x2 + x2)**2 + 0.635396678146167*exp(x0) - 1/((x0 - 0.79678404)*(x1 - 0.57003593)))**2),4,12,2.4769093924*(-0.635396678146167*(-x0 + x1**2 + x2 + x2)**2 + 0.635396678146167*exp(x0) - 1/((x0 - 0.79678404)*(x1 - 0.57003593)))**2
24,1174212.5,square((sin(x0) + ((-1.57382 / (-0.57003593 + x1)) / (-0.79678404 + x0))) - square((1.1083821 - x1) + ((x2 + x2) - x0))),0.0010492593138946111,16.0*(-(-0.5*x0 - 0.5*x1 + x2 + 0.55419105)**2 + 0.25*sin(x0) - 0.393455/((x0 - 0.79678404)*(x1 - 0.57003593)))**2,PySRFunction(X=>16.0*(-(-0.5*x0 - 0.5*x1 + x2 + 0.55419105)**2 + 0.25*sin(x0) - 0.393455/((x0 - 0.79678404)*(x1 - 0.57003593)))**2),4,13,16.0*(-(-0.5*x0 - 0.5*x1 + x2 + 0.55419105)**2 + 0.25*sin(x0) - 0.393455/((x0 - 0.79678404)*(x1 - 0.57003593)))**2
25,1169932.2,square(sin(cos(x2)) + (((-1.57382 / (-0.57003593 + x1)) / (-0.79678404 + x0)) - square((1.1083821 - x1) + ((x2 + x2) - x0)))),0.0036519117245645025,16.0*(-(-0.5*x0 - 0.5*x1 + x2 + 0.55419105)**2 + 0.25*sin(cos(x2)) - 0.393455/((x0 - 0.79678404)*(x1 - 0.57003593)))**2,PySRFunction(X=>16.0*(-(-0.5*x0 - 0.5*x1 + x2 + 0.55419105)**2 + 0.25*sin(cos(x2)) - 0.393455/((x0 - 0.79678404)*(x1 - 0.57003593)))**2),4,14,16.0*(-(-0.5*x0 - 0.5*x1 + x2 + 0.55419105)**2 + 0.25*sin(cos(x2)) - 0.393455/((x0 - 0.79678404)*(x1 - 0.57003593)))**2
40,1136266.0,square((-6.6426234 + (sin(x1 + x1) * (((29.814331 * (x1 + sin(x0 + x0))) + (square(1.788048 * (0.88213575 + (cos(x2) + x1))) + 9.173569)) / 0.6599903))) * (sin(x1 * (x0 / -0.13468069)) + sin(x0))),0.001946556706271591,44.1244456342276*(0.228098703234433*(29.814331*(x1 + sin(x0 + x0)) + 3.197115650304*(x1 + cos(x2) + 0.88213575)**2 + 9.173569)*sin(x1 + x1) - 1)**2*(sin(x0) + sin(x0*x1/(-0.13468069)))**2,PySRFunction(X=>44.1244456342276*(0.228098703234433*(29.814331*(x1 + sin(x0 + x0)) + 3.197115650304*(x1 + cos(x2) + 0.88213575)**2 + 9.173569)*sin(x1 + x1) - 1)**2*(sin(x0) + sin(x0*x1/(-0.13468069)))**2),4,15,44.1244456342276*(0.228098703234433*(29.814331*(x1 + sin(x0 + x0)) + 3.197115650304*(x1 + cos(x2) + 0.88213575)**2 + 9.173569)*sin(x1 + x1) - 1)**2*(sin(x0) + sin(x0*x1/(-0.13468069)))**2
41,1136221.2,square((-6.6426234 + ((((29.814331 * (x1 + sin(x0 + x0))) + (9.173569 + square(1.788048 * ((cos(x2) + x1) + cos(x2))))) / 0.6599903) * sin(x1 + x1))) * (sin((x1 * x0) / -0.13468069) + sin(x0))),3.942816488108701e-05,44.1244456342276*(0.228098703234433*(29.814331*(x1 + sin(x0 + x0)) + 3.197115650304*(x1 + cos(x2) + cos(x2))**2 + 9.173569)*sin(x1 + x1) - 1)**2*(sin(x0) + sin(x0*x1/(-0.13468069)))**2,PySRFunction(X=>44.1244456342276*(0.228098703234433*(29.814331*(x1 + sin(x0 + x0)) + 3.197115650304*(x1 + cos(x2) + cos(x2))**2 + 9.173569)*sin(x1 + x1) - 1)**2*(sin(x0) + sin(x0*x1/(-0.13468069)))**2),4,16,44.1244456342276*(0.228098703234433*(29.814331*(x1 + sin(x0 + x0)) + 3.197115650304*(x1 + cos(x2) + cos(x2))**2 + 9.173569)*sin(x1 + x1) - 1)**2*(sin(x0) + sin(x0*x1/(-0.13468069)))**2
42,1113464.6,square((-6.6426234 + (sin(x1 + x1) * (((29.814331 * (x1 + sin(x0 + x0))) + (square(1.788048 * ((x0 + x1) + cos(x2))) + 9.173569)) / 0.6599903))) * (sin(x1 * (x0 / -0.13468069)) + sin(x0))) * 1.0756484,0.02023160409170589,(44.1244456342276*(0.228098703234433*(29.814331*(x1 + sin(x0 + x0)) + 3.197115650304*(x0 + x1 + cos(x2))**2 + 9.173569)*sin(x1 + x1) - 1)**2*(sin(x0) + sin(x0*x1/(-0.13468069)))**2)*1.0756484,PySRFunction(X=>(44.1244456342276*(0.228098703234433*(29.814331*(x1 + sin(x0 + x0)) + 3.197115650304*(x0 + x1 + cos(x2))**2 + 9.173569)*sin(x1 + x1) - 1)**2*(sin(x0) + sin(x0*x1/(-0.13468069)))**2)*1.0756484),4,17,(44.1244456342276*(0.228098703234433*(29.814331*(x1 + sin(x0 + x0)) + 3.197115650304*(x0 + x1 + cos(x2))**2 + 9.173569)*sin(x1 + x1) - 1)**2*(sin(x0) + sin(x0*x1/(-0.13468069)))**2)*1.0756484
43,1110925.4,square(((-6.6426234 + (sin(x1 + x1) * (((x1 + sin(x0 + x0)) * ((1.788048 * (x0 + square(x0 + (cos(x2) + cos(x2))))) + 29.814331)) + 9.173569))) / 0.6599903) * (sin(x0) + sin(x0 * (x1 / -0.13468069)))),0.002283053873583516,101.298766423557*(0.150542931577304*((x1 + sin(x0 + x0))*(1.788048*(x0 + (x0 + cos(x2) + cos(x2))**2) + 29.814331) + 9.173569)*sin(x1 + x1) - 1)**2*(sin(x0) + sin(x0*x1/(-0.13468069)))**2,PySRFunction(X=>101.298766423557*(0.150542931577304*((x1 + sin(x0 + x0))*(1.788048*(x0 + (x0 + cos(x2) + cos(x2))**2) + 29.814331) + 9.173569)*sin(x1 + x1) - 1)**2*(sin(x0) + sin(x0*x1/(-0.13468069)))**2),4,18,101.298766423557*(0.150542931577304*((x1 + sin(x0 + x0))*(1.788048*(x0 + (x0 + cos(x2) + cos(x2))**2) + 29.814331) + 9.173569)*sin(x1 + x1) - 1)**2*(sin(x0) + sin(x0*x1/(-0.13468069)))**2
