complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,9961889.0,811.7862,0.0,811.786200000000,PySRFunction(X=>811.786200000000),1,0,811.786200000000
3,9961728.0,x1 + 826.35657,8.08086202435383e-06,x1 + 826.35657,PySRFunction(X=>x1 + 826.35657),1,1,x1 + 826.35657
4,9961722.0,sin(x1) + 826.35657,6.023053235913098e-07,sin(x1) + 826.35657,PySRFunction(X=>sin(x1) + 826.35657),1,2,sin(x1) + 826.35657
5,9527605.0,882.9447 / (0.9600455 - x0),0.044556573784129715,882.9447/(0.9600455 - x0),PySRFunction(X=>882.9447/(0.9600455 - x0)),1,3,882.9447/(0.9600455 - x0)
7,9316314.0,1338.2434 / exp(square(x1 - x0)),0.011213158763777542,1338.2434/exp((-x0 + x1)**2),PySRFunction(X=>1338.2434/exp((-x0 + x1)**2)),1,4,1338.2434/exp((-x0 + x1)**2)
8,9073534.0,1338.2434 / exp(square(square(x1)) - x1),0.026405232505300018,1338.2434/exp(x1**4 - x1),PySRFunction(X=>1338.2434/exp(x1**4 - x1)),1,5,1338.2434/exp(x1**4 - x1)
9,3553036.8,1338.2434 / (exp(square(x1) - x1) - x0),0.9375591499720975,1338.2434/(-x0 + exp(x1**2 - x1)),PySRFunction(X=>1338.2434/(-x0 + exp(x1**2 - x1))),1,6,1338.2434/(-x0 + exp(x1**2 - x1))
11,3552339.2,(1338.2434 / (exp(square(x1) - x1) - x0)) - x1,9.817918182530378e-05,-x1 + 1338.2434/(-x0 + exp(x1**2 - x1)),PySRFunction(X=>-x1 + 1338.2434/(-x0 + exp(x1**2 - x1))),1,7,-x1 + 1338.2434/(-x0 + exp(x1**2 - x1))
13,3255991.5,((x1 - -0.4572515) * 1338.3956) / (exp(square(x1) - 0.73744184) - x0),0.04355473924711941,(x1 - 1*(-0.4572515))*1338.3956/(-x0 + exp(x1**2 - 1*0.73744184)),PySRFunction(X=>(x1 - 1*(-0.4572515))*1338.3956/(-x0 + exp(x1**2 - 1*0.73744184))),1,8,(x1 - 1*(-0.4572515))*1338.3956/(-x0 + exp(x1**2 - 1*0.73744184))
14,2176251.8,(sin(x1 - -1338.8705) * 1338.3956) / (exp(square(x1) - 0.73744184) - x0),0.4028927983610004,sin(x1 - 1*(-1338.8705))*1338.3956/(-x0 + exp(x1**2 - 1*0.73744184)),PySRFunction(X=>sin(x1 - 1*(-1338.8705))*1338.3956/(-x0 + exp(x1**2 - 1*0.73744184))),1,9,sin(x1 - 1*(-1338.8705))*1338.3956/(-x0 + exp(x1**2 - 1*0.73744184))
