complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,7.6771865,5.745145,0.0,5.74514500000000,PySRFunction(X=>5.74514500000000),2,0,5.74514500000000
3,4.6584134,x1 + 5.745145,0.24978911041683638,x1 + 5.745145,PySRFunction(X=>x1 + 5.745145),2,1,x1 + 5.745145
5,2.8112934,(x1 / 0.2867685) + 5.745145,0.252515127958054,x1/0.2867685 + 5.745145,PySRFunction(X=>x1/0.2867685 + 5.745145),2,2,x1/0.2867685 + 5.745145
7,2.518138,((x1 * 1.8718007) + x1) + 5.809295,0.05506246131157496,x1 + x1*1.8718007 + 5.809295,PySRFunction(X=>x1 + x1*1.8718007 + 5.809295),2,3,x1 + x1*1.8718007 + 5.809295
8,2.5112994,(x1 + (x1 + sin(x1))) + 5.7649226,0.0027194310896327643,x1 + x1 + sin(x1) + 5.7649226,PySRFunction(X=>x1 + x1 + sin(x1) + 5.7649226),2,4,x1 + x1 + sin(x1) + 5.7649226
10,2.5073447,((x1 + 5.6151323) + sin(x1 + 0.20304695)) + x1,0.0007880018466646756,x1 + x1 + sin(x1 + 0.20304695) + 5.6151323,PySRFunction(X=>x1 + x1 + sin(x1 + 0.20304695) + 5.6151323),2,5,x1 + x1 + sin(x1 + 0.20304695) + 5.6151323
14,2.4997072,sin((sin(sin(x0)) * 0.17684506) + x1) + ((x1 + 5.7420053) + x1),0.0007626749308679522,x1 + x1 + sin(x1 + sin(sin(x0))*0.17684506) + 5.7420053,PySRFunction(X=>x1 + x1 + sin(x1 + sin(sin(x0))*0.17684506) + 5.7420053),2,6,x1 + x1 + sin(x1 + sin(sin(x0))*0.17684506) + 5.7420053
17,2.4816341,((0.17684506 * sin(x1 / 0.06397492)) + sin(x1)) + (x1 + (0.4833731 + (5.258632 + x1))),0.0024187835115305834,x1 + x1 + sin(x1) + 0.17684506*sin(x1/0.06397492) + 0.4833731 + 5.258632,PySRFunction(X=>x1 + x1 + sin(x1) + 0.17684506*sin(x1/0.06397492) + 0.4833731 + 5.258632),2,7,x1 + x1 + sin(x1) + 0.17684506*sin(x1/0.06397492) + 0.4833731 + 5.258632
20,2.4673586,((x1 + (x1 + x1)) + 5.707248) + (sin(x1 * (x1 + (x0 + (0.7967938 + x0)))) * -0.48736933),0.0019230229205040791,x1 + x1 + x1 + sin(x1*(x0 + x0 + x1 + 0.7967938))*(-0.48736933) + 5.707248,PySRFunction(X=>x1 + x1 + x1 + sin(x1*(x0 + x0 + x1 + 0.7967938))*(-0.48736933) + 5.707248),2,8,x1 + x1 + x1 + sin(x1*(x0 + x0 + x1 + 0.7967938))*(-0.48736933) + 5.707248
23,2.4513729,(sin(x1 - -0.0629204) + (x1 + x1)) + (5.707248 + (sin(x1 * ((x0 + (x1 + 0.7967938)) + x0)) * -0.48736933)),0.0021666502541821185,x1 + x1 + sin(x1*(x0 + x0 + x1 + 0.7967938))*(-0.48736933) + sin(x1 - 1*(-0.0629204)) + 5.707248,PySRFunction(X=>x1 + x1 + sin(x1*(x0 + x0 + x1 + 0.7967938))*(-0.48736933) + sin(x1 - 1*(-0.0629204)) + 5.707248),2,9,x1 + x1 + sin(x1*(x0 + x0 + x1 + 0.7967938))*(-0.48736933) + sin(x1 - 1*(-0.0629204)) + 5.707248
