complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,15.689921,x4,0.0,x4,PySRFunction(X=>x4),17,0,x4
3,10.139444,x0 * -2.6424594,0.21829268368277088,x0*(-2.6424594),PySRFunction(X=>x0*(-2.6424594)),17,1,x0*(-2.6424594)
5,7.9785,x4 + (x0 / -0.34736204),0.11984137022210198,x0/(-0.34736204) + x4,PySRFunction(X=>x0/(-0.34736204) + x4),17,2,x0/(-0.34736204) + x4
7,7.403381,(x1 + (x4 - x0)) - x0,0.037406818054824056,-x0 - x0 + x1 + x4,PySRFunction(X=>-x0 - x0 + x1 + x4),17,3,-x0 - x0 + x1 + x4
8,7.0095744,((x4 - x0) / sin(0.4586367)) + x5,0.054659801822084846,x5 + (-x0 + x4)/sin(0.4586367),PySRFunction(X=>x5 + (-x0 + x4)/sin(0.4586367)),17,4,x5 + (-x0 + x4)/sin(0.4586367)
9,6.4022207,((x1 + (x4 - x0)) - x0) + x2,0.09063207138114227,-x0 - x0 + x1 + x2 + x4,PySRFunction(X=>-x0 - x0 + x1 + x2 + x4),17,5,-x0 - x0 + x1 + x2 + x4
11,5.764611,((x5 + x6) + ((x4 + x1) - x0)) - x0,0.052453619630120546,-x0 - x0 + x1 + x4 + x5 + x6,PySRFunction(X=>-x0 - x0 + x1 + x4 + x5 + x6),17,6,-x0 - x0 + x1 + x4 + x5 + x6
12,5.5821557,((x4 + ((x1 - x0) - x0)) + sin(x2)) + x5,0.03216264734187331,-x0 - x0 + x1 + x4 + x5 + sin(x2),PySRFunction(X=>-x0 - x0 + x1 + x4 + x5 + sin(x2)),17,7,-x0 - x0 + x1 + x4 + x5 + sin(x2)
13,5.103586,x1 + (x2 + ((x5 + (x4 + (-1.6999128 / x0))) - x0)),0.08963159805335635,-x0 + x1 + x2 + x4 + x5 - 1.6999128/x0,PySRFunction(X=>-x0 + x1 + x2 + x4 + x5 - 1.6999128/x0),17,8,-x0 + x1 + x2 + x4 + x5 - 1.6999128/x0
15,4.51401,x2 + (((-1.668743 / x0) + (x1 + ((x5 + x4) - x0))) + x6),0.06137876808851227,-x0 + x1 + x2 + x4 + x5 + x6 - 1.668743/x0,PySRFunction(X=>-x0 + x1 + x2 + x4 + x5 + x6 - 1.668743/x0),17,9,-x0 + x1 + x2 + x4 + x5 + x6 - 1.668743/x0
16,4.4908595,(sin(x2) + ((-1.668743 / x0) + (x4 + x1))) + ((x5 - x0) + x6),0.00514178489855845,-x0 + x1 + x4 + x5 + x6 + sin(x2) - 1.668743/x0,PySRFunction(X=>-x0 + x1 + x4 + x5 + x6 + sin(x2) - 1.668743/x0),17,10,-x0 + x1 + x4 + x5 + x6 + sin(x2) - 1.668743/x0
17,4.462431,((sin(x6) + (x4 + (x1 + x5))) + (sin(x2) + (-1.668743 / x0))) - x0,0.00635042402307321,-x0 + x1 + x4 + x5 + sin(x2) + sin(x6) - 1.668743/x0,PySRFunction(X=>-x0 + x1 + x4 + x5 + sin(x2) + sin(x6) - 1.668743/x0),17,11,-x0 + x1 + x4 + x5 + sin(x2) + sin(x6) - 1.668743/x0
18,4.149542,(((x0 * (sin(x5) + -1.668743)) + x6) + ((x4 + (x1 + x5)) - x0)) + x2,0.07269571809479117,x0*(sin(x5) - 1.668743) - x0 + x1 + x2 + x4 + x5 + x6,PySRFunction(X=>x0*(sin(x5) - 1.668743) - x0 + x1 + x2 + x4 + x5 + x6),17,12,x0*(sin(x5) - 1.668743) - x0 + x1 + x2 + x4 + x5 + x6
19,3.94541,(x5 + (x4 + (x1 - x0))) + (x6 + ((-1.668743 / x0) - (x2 / (-1.668743 - x0)))),0.05044508878487967,-x0 + x1 - x2/(-x0 - 1.668743) + x4 + x5 + x6 - 1.668743/x0,PySRFunction(X=>-x0 + x1 - x2/(-x0 - 1.668743) + x4 + x5 + x6 - 1.668743/x0),17,13,-x0 + x1 - x2/(-x0 - 1.668743) + x4 + x5 + x6 - 1.668743/x0
