complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,9.834545,10.346699,0.0,10.3466990000000,PySRFunction(X=>10.3466990000000),15,0,10.3466990000000
3,7.732432,10.20053 - x0,0.12023887796915424,10.20053 - x0,PySRFunction(X=>10.20053 - x0),15,1,10.20053 - x0
5,6.910113,10.021401 - (x0 / 0.4814873),0.05621872036501807,10.021401 - x0/0.4814873,PySRFunction(X=>10.021401 - x0/0.4814873),15,2,10.021401 - x0/0.4814873
8,6.7510405,((10.4847765 - cos(x2)) - x0) - x0,0.007763116534772958,-x0 - x0 - cos(x2) + 10.4847765,PySRFunction(X=>-x0 - x0 - cos(x2) + 10.4847765),15,3,-x0 - x0 - cos(x2) + 10.4847765
9,6.736853,((10.432265 - x0) - x0) - sin(cos(x2)),0.0021037392136125754,-x0 - x0 - sin(cos(x2)) + 10.432265,PySRFunction(X=>-x0 - x0 - sin(cos(x2)) + 10.432265),15,4,-x0 - x0 - sin(cos(x2)) + 10.432265
10,6.507015,((10.4847765 - cos(x2 / x0)) - x0) - x0,0.034712076219404996,-x0 - x0 - cos(x2/x0) + 10.4847765,PySRFunction(X=>-x0 - x0 - cos(x2/x0) + 10.4847765),15,5,-x0 - x0 - cos(x2/x0) + 10.4847765
11,6.2453175,((10.4847765 - cos(square(x2 / x0))) - x0) - x0,0.041048842762228366,-x0 - x0 - cos(x2**2/x0**2) + 10.4847765,PySRFunction(X=>-x0 - x0 - cos(x2**2/x0**2) + 10.4847765),15,6,-x0 - x0 - cos(x2**2/x0**2) + 10.4847765
13,6.2339754,((1.1371155 + (9.255597 - cos(square(x2 / x0)))) - x0) - x0,0.0009088738611987085,-x0 - x0 - cos(x2**2/x0**2) + 1.1371155 + 9.255597,PySRFunction(X=>-x0 - x0 - cos(x2**2/x0**2) + 1.1371155 + 9.255597),15,7,-x0 - x0 - cos(x2**2/x0**2) + 1.1371155 + 9.255597
14,6.125792,(10.138934 - cos(square(x0) - square(x2 / x0))) - (x0 / 0.57387936),0.017506181041414718,-x0/0.57387936 - cos(x0**2 - x2**2/x0**2) + 10.138934,PySRFunction(X=>-x0/0.57387936 - cos(x0**2 - x2**2/x0**2) + 10.138934),15,8,-x0/0.57387936 - cos(x0**2 - x2**2/x0**2) + 10.138934
16,5.9184437,(9.255597 - cos(square(x0) - square(x2 / x0))) + ((1.2291796 - x0) - x0),0.01721726418638265,-x0 - x0 - cos(x0**2 - x2**2/x0**2) + 1.2291796 + 9.255597,PySRFunction(X=>-x0 - x0 - cos(x0**2 - x2**2/x0**2) + 1.2291796 + 9.255597),15,9,-x0 - x0 - cos(x0**2 - x2**2/x0**2) + 1.2291796 + 9.255597
