run,fold,equation_index,equation,nan_count_train,nan_count_test_int,nan_count_test_ext,nan_count_synthetic
8,,10,1.78859148494004*sqrt(0.312591872705087*x2 - 0.312591872705087*(x6 + exp(x8))/(x9 - 1.8011835) + 1) + 1.6370764,0,0,0,2
8,,16,1.78859148494004*sqrt(0.312591872705087*x2 + 1 - 0.312591872705087*(x4 + x6 + exp(x8) + 1.8978956*cos(x1))/(x9 - 2.1731522)) + 1.6567576,0,0,0,1
8,,21,1.78859148494004*sqrt(0.312591872705087*x2 + 1 - 0.312591872705087*(x4 + x6 + x8 + 0.697157308499561*exp(cos(x1)) + exp(cos(x5*x7 - x5)))/(x9 - 2.1731522)) + 1.5947279,0,0,0,3
8,,22,1.78859148494004*sqrt(0.312591872705087*x2 + 1 - 0.312591872705087*(x4 + x6 + x8 + exp(0.3607442*cos(x6 - 0.33487296)**2) + exp(cos(sin(x5) - x7/x5)))/(x9 - 2.1731522)) + 1.5947279,0,0,0,1
8,,23,1.50984986008543*sqrt(1 - 0.438664484223125*(x4 + x7 + x9 + sin(x8) + cos(x4))/(x9 - 2.4798844)) + cos(2.42790329365874*sqrt(0.339287005806482*x2 + 0.114585702887272*x6 + 1))**2 + 1.6016608,0,0,0,1
8,,26,1.50984986008543*sqrt(1 - 0.438664484223125*(x4 + x7 + x8 + x9 + cos(sin(x6))**2)/(x9 - 2.4798844)) + cos(2.41558214966162*sqrt(0.342757031063314*x2 + 0.115757617155388*x6 + 0.115757617155388*cos(x1 + sin(x5)) + 1))**2 + 1.6016608,0,0,0,4
8,,30,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x6 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.5101712)/(-0.7481264*x3 + x9 - 2.29532614941648) + 0.0851906064694575*exp(sin(x1 - x7)) + 1))**2 + 1.6016608,0,0,0,3
8,,31,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x6 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.5101712)/(-0.781276*x3 + x9 - 2.3388522604132) + 0.0851906064694575*exp(sin(x1 - sin(x7))) + 1))**2 + 1.6016608,0,0,0,3
8,,32,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x6 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.5101712)/(-1.7481264*x3 + 1.7481264*sin(x3 + x9) - 2.29532614941648) + 0.0851906064694575*exp(sin(x1 - sin(x7))) + 1))**2 + 1.6016608,0,0,0,1
8,,33,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x6 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.6302464)/(-0.7481264*x3 + x9 - 2.29532614941648) + 0.0851906064694575*exp(sin(x1 - x7)) + 0.0851906064694575*sin(x9) + 1))**2 + 1.6016608,0,0,0,3
8,,34,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x6 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.6302464)/(-0.7481264*x3 + x9 - 2.29532614941648) + 0.0851906064694575*exp(sin(x1 - x7)) + 0.0851906064694575*sin(sin(x9)) + 1))**2 + 1.6016608,0,0,0,3
8,,36,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.6302464)/(x3 + x9 - 3.05594591037696*(-x3 + cos(2.39076605787071*sqrt(0.150895394460619*x2 - 0.0851906064694575*x6 + 0.0851906064694575*sin(x8) + 1)))**2) + 0.0851906064694575*sin(x6) + 0.0851906064694575*sin(x5 + exp(sin(x1 - x7))) + 1))**2 + 1.6016608,0,0,4,1
8,,37,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x6 + 0.0851906064694575*x8 - 0.0851906064694575*((x5 + sin(exp(x1 - x7) + sin(sin(x0))))**2 - 1.6302464)/(x3 + x9 - 3.05594591037696*(x3 - cos(2.4188703858344*sqrt(-0.0832224846802335*x3 + 0.0832224846802335*sin(x8) + 1)))**2) + 0.0851906064694575*sin(x5 + exp(sin(x1 - x7))) + 1))**2 + 1.6016608,0,0,0,4
8,,38,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.29143758628053*sqrt(0.303984419561443*x2 + 0.0927363092807088*x6 + 0.0927363092807088*x8 - 0.0927363092807088*((x5 + sin(exp(x1 - x7) + sin(sin(x0))))**2 - 1.6302464)/(x3 + x9 - 3.05594591037696*(x3 - cos(2.41887039160633*sqrt(-0.083222484283061*x6 + 0.083222484283061*sin(x8) + 1)))**2) + 0.0927363092807088*exp(sin(x1 - x7)) + 1))**2 + 1.6016608,0,0,0,1
8,,39,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.5101712)/(-1.7481264*x3 + 1.7481264*sin(x3 + x9) - 2.29532614941648) - 0.0851906064694575*cos(x9)**2 + 1 + 0.0851906064694575*exp(-sin(-0.885425642396035*x5 - exp(sin(x1 - 0.16697793)) + sin(x7) + 0.486929260475212*cos(x6) + 2.74808135263495/(-x2 - x7 + 64.1481940003274*exp(1.0321965*(-x1 + x5 + 1.5101712)/(x9 + sin(x9))) + 0.8493983)))))**2 + 1.6016608,0,0,0,1
8,,40,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.5101712)/(-1.7481264*x3 + 1.7481264*sin(x3 + x9) - 2.29532614941648) - 0.0851906064694575*cos(x9)**2 + 1 + 0.0851906064694575*exp(-sin(-0.885425642396035*x5 - exp(sin(x1 - 0.16697793)) + sin(x7) + 0.486929260475212*cos(x6) + 2.74808135263495/(-x2 - x7 + 55.6740670489017*exp(x4 + (-x1 + x5 + 1.5101712)/(x9 + sin(x9))) + 0.8493983)))))**2 + 1.6016608,0,0,0,1
8,,41,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.5101712)/(-1.7481264*x3 + 1.7481264*sin(x3 + x9) - 2.29532614941648) - 0.0851906064694575*cos(x9)**2 + 1 + 0.0851906064694575*exp(-sin(-0.885425642396035*x5 - exp(sin(sin(x1 - 0.16776377))) + sin(x7) + 0.486929260475212*cos(x6) + 2.74808135263495/(-x2 - x7 + 55.6740670489017*exp(x4 + (-x1 + x5 + 1.5101712)/(x9 + sin(x9))) + 0.8493983)))))**2 + 1.6016608,0,0,0,1
8,,42,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.5101712)/(-1.7481264*x3 + 1.7481264*sin(x3 + x9) - 2.29532614941648) - 0.0851906064694575*cos(x9)**2 + 1 + 0.0851906064694575*exp(-sin(-0.885425642396035*x5 - exp(sin(sin(x1 - 0.16776377))) + sin(x7) + 0.486929260475212*cos(x6) + 2.74808120655617/(-x2 - x7 + 61.3269469475412*exp(1.79330473274957*x4 + 1.02584385931679*(-x1 + x5 + 1.5101712)/(x9 + sin(x9))) + 0.8493983)))))**2 + 1.6016608,0,0,0,1
8,,43,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.5101712)/(-1.7481264*x3 + 1.7481264*sin(x3 + x9) - 2.29532614941648) - 0.0851906064694575*cos(x9)**2 + 1 + 0.0851906064694575*exp(-sin(-0.885425642396035*x5 - exp(sin(sin(x1 - 0.16776377))) + sin(x7) + 0.486929260475212*cos(x6) + 2.74808120519277/(-x2 - x7 + 55.2860339960303*exp(x4 + 1.0321965*(-x3 + x5 + 1.5101712)/(x9 + sin(x9))) + 0.8493983)))))**2 + 1.6016608,0,0,0,1
8,,44,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.5101712)/(-1.7481264*x3 + 1.7481264*sin(x3 + x9) - 2.29532614941648) - 0.0851906064694575*cos(x9)**2 + 1 + 0.0851906064694575*exp(-sin(-0.885425642396035*x5 - exp(sin(sin(x1 - 0.16776377))) + sin(x7) + 0.486929260475212*cos(x6) + 2.74808120519277/(-x2 - x7 + 61.3269469475412*exp(1.0321965*x4 + 1.0321965*(-x3 + x5 + 1.5101712)/(x9 + sin(x9))) + 0.8493983)))))**2 + 1.6016608,0,0,0,1
8,,45,1.56427203516524*sqrt(1 - 0.408672521309207*(x4 + x7 + x9 + cos(x1))/(x9 - 2.1731522)) + cos(2.39076605787071*sqrt(0.279250029040054*x2 + 0.0851906064694575*x6 + 0.0851906064694575*x8 - 0.0851906064694575*(cos(x4**2) - 1.6302464)/(x3 + x9 - 3.05594591037696*(x3 - cos(2.39076605787071*sqrt(0.279250029040054*x2 - 0.0851906064694575*x6 + 0.0851906064694575*exp(-x7 - 0.6657238/x0) + 0.0851906064694575*sin(x8 + x9) + 1 - 0.0851906064694575*cos(x4 + 2.446947 - cos(x1 + x8)/(x1 - 2.1731522))/(x2 - x3 + x9 - 2.2953262))))**2) + 0.0851906064694575*exp(sin(x1 - x7)) + 0.0851906064694575*sin(sin(x5)) + 1))**2 + 1.53333011,0,0,0,1
