complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,0.6499424,3.7977564,0.0,3.79775640000000,PySRFunction(X=>3.79775640000000),20,0,3.79775640000000
4,0.62405497,3.9984388 + sin(x2),0.013548428713434204,sin(x2) + 3.9984388,PySRFunction(X=>sin(x2) + 3.9984388),20,1,sin(x2) + 3.9984388
5,0.4935782,3.8031154 - (x2 * -0.39458755),0.2345571511383732,3.8031154 - (-0.39458755)*x2,PySRFunction(X=>3.8031154 - (-0.39458755)*x2),20,2,3.8031154 - (-0.39458755)*x2
8,0.49206337,exp((x9 + x2) * 0.32383943) + 2.74996,0.0010245990962042238,exp((x2 + x9)*0.32383943) + 2.74996,PySRFunction(X=>exp((x2 + x9)*0.32383943) + 2.74996),20,3,exp((x2 + x9)*0.32383943) + 2.74996
9,0.46475962,(x9 * 0.16782288) + (3.8220124 - (x2 * -0.33871418)),0.057087183323178664,-(-0.33871418)*x2 + x9*0.16782288 + 3.8220124,PySRFunction(X=>-(-0.33871418)*x2 + x9*0.16782288 + 3.8220124),20,4,-(-0.33871418)*x2 + x9*0.16782288 + 3.8220124
10,0.46361294,exp(x9 * 0.18733625) + ((x2 * 0.3946547) + 2.74996),0.002470302618863397,x2*0.3946547 + exp(x9*0.18733625) + 2.74996,PySRFunction(X=>x2*0.3946547 + exp(x9*0.18733625) + 2.74996),20,5,x2*0.3946547 + exp(x9*0.18733625) + 2.74996
12,0.4534511,2.74996 + (exp(0.18733625 * (x0 + x9)) + (x2 * 0.3946547)),0.01108129366611884,x2*0.3946547 + exp(0.18733625*(x0 + x9)) + 2.74996,PySRFunction(X=>x2*0.3946547 + exp(0.18733625*(x0 + x9)) + 2.74996),20,6,x2*0.3946547 + exp(0.18733625*(x0 + x9)) + 2.74996
13,0.4527427,((((x4 * 0.28386995) + x9) * 0.17273755) + 3.8058934) - (x2 * -0.33784077),0.0015634627919590529,-(-0.33784077)*x2 + (x4*0.28386995 + x9)*0.17273755 + 3.8058934,PySRFunction(X=>-(-0.33784077)*x2 + (x4*0.28386995 + x9)*0.17273755 + 3.8058934),20,7,-(-0.33784077)*x2 + (x4*0.28386995 + x9)*0.17273755 + 3.8058934
14,0.44654965,(((sin(x9) * 0.28386995) + (x4 * 0.16782288)) + 3.8058934) - (x2 * -0.2737821),0.013773380602186887,-(-0.2737821)*x2 + x4*0.16782288 + sin(x9)*0.28386995 + 3.8058934,PySRFunction(X=>-(-0.2737821)*x2 + x4*0.16782288 + sin(x9)*0.28386995 + 3.8058934),20,8,-(-0.2737821)*x2 + x4*0.16782288 + sin(x9)*0.28386995 + 3.8058934
15,0.44534343,((((x9 * 0.28386995) + (x4 * 0.28386995)) * 0.6085095) - (x2 * -0.2860537)) + 3.8058934,0.0027048550156174287,-(-0.2860537)*x2 + (x4*0.28386995 + x9*0.28386995)*0.6085095 + 3.8058934,PySRFunction(X=>-(-0.2860537)*x2 + (x4*0.28386995 + x9*0.28386995)*0.6085095 + 3.8058934),20,9,-(-0.2860537)*x2 + (x4*0.28386995 + x9*0.28386995)*0.6085095 + 3.8058934
19,0.43487743,((3.0766616 + ((((x9 + x8) * 0.28386995) + (0.28386995 * x4)) * 0.59119636)) + 0.7292317) - (x2 * -0.2737821),0.0059453790145190715,-(-0.2737821)*x2 + (0.28386995*x4 + (x8 + x9)*0.28386995)*0.59119636 + 0.7292317 + 3.0766616,PySRFunction(X=>-(-0.2737821)*x2 + (0.28386995*x4 + (x8 + x9)*0.28386995)*0.59119636 + 0.7292317 + 3.0766616),20,10,-(-0.2737821)*x2 + (0.28386995*x4 + (x8 + x9)*0.28386995)*0.59119636 + 0.7292317 + 3.0766616
21,0.42904162,(exp(cos(cos(x9 + -2.251921))) + (cos(((x7 + x4) * 0.21360235) - 0.82101464) + 0.92418295)) - (x2 * -0.2737821),0.006755145364914697,-(-0.2737821)*x2 + exp(cos(cos(x9 - 2.251921))) + cos((x4 + x7)*0.21360235 - 1*0.82101464) + 0.92418295,PySRFunction(X=>-(-0.2737821)*x2 + exp(cos(cos(x9 - 2.251921))) + cos((x4 + x7)*0.21360235 - 1*0.82101464) + 0.92418295),20,11,-(-0.2737821)*x2 + exp(cos(cos(x9 - 2.251921))) + cos((x4 + x7)*0.21360235 - 1*0.82101464) + 0.92418295
22,0.428988,(exp(cos(cos(x9 + -2.251921))) + (0.92418295 + cos(sqrt(0.6428108) - ((x7 + x4) * 0.21360235)))) - (-0.2737821 * x2),0.00012498403043441385,0.2737821*x2 + exp(cos(cos(x9 - 2.251921))) + cos(0.21360235*x4 + 0.21360235*x7 - 0.801754825367456) + 0.92418295,PySRFunction(X=>0.2737821*x2 + exp(cos(cos(x9 - 2.251921))) + cos(0.21360235*x4 + 0.21360235*x7 - 0.801754825367456) + 0.92418295),20,12,0.2737821*x2 + exp(cos(cos(x9 - 2.251921))) + cos(0.21360235*x4 + 0.21360235*x7 - 0.801754825367456) + 0.92418295
23,0.41302773,cos((((x4 + x7) + x8) * 0.21360235) - 0.82101464) + ((exp(cos(cos(x9 + -2.2603822))) - (x2 * -0.2737821)) + 0.92418295),0.03791421294462566,-(-0.2737821)*x2 + exp(cos(cos(x9 - 2.2603822))) + cos((x4 + x7 + x8)*0.21360235 - 1*0.82101464) + 0.92418295,PySRFunction(X=>-(-0.2737821)*x2 + exp(cos(cos(x9 - 2.2603822))) + cos((x4 + x7 + x8)*0.21360235 - 1*0.82101464) + 0.92418295),20,13,-(-0.2737821)*x2 + exp(cos(cos(x9 - 2.2603822))) + cos((x4 + x7 + x8)*0.21360235 - 1*0.82101464) + 0.92418295
27,0.41230205,((0.92418295 - (x2 * -0.2737821)) + exp(cos(cos(2.2692795 - x9)))) + cos(((x7 + ((x8 / 1.1856197) + (x4 / 1.047765))) * 0.21360235) - 0.82101464),0.00043963043900321534,-(-0.2737821)*x2 + exp(cos(cos(2.2692795 - x9))) + cos((x4/1.047765 + x7 + x8/1.1856197)*0.21360235 - 1*0.82101464) + 0.92418295,PySRFunction(X=>-(-0.2737821)*x2 + exp(cos(cos(2.2692795 - x9))) + cos((x4/1.047765 + x7 + x8/1.1856197)*0.21360235 - 1*0.82101464) + 0.92418295),20,14,-(-0.2737821)*x2 + exp(cos(cos(2.2692795 - x9))) + cos((x4/1.047765 + x7 + x8/1.1856197)*0.21360235 - 1*0.82101464) + 0.92418295
28,0.40626678,((exp(cos(cos((x9 + -1.3498507) - cos(((x9 * 0.62109363) * x7) + -0.43859488)))) + cos((x4 + -2.871156) * -0.25695693)) + 0.97033316) - (x2 * -0.25695693),0.014746174401862211,-(-0.25695693)*x2 + exp(cos(cos(x9 - cos(x9*0.62109363*x7 - 0.43859488) - 1.3498507))) + cos((x4 - 2.871156)*(-0.25695693)) + 0.97033316,PySRFunction(X=>-(-0.25695693)*x2 + exp(cos(cos(x9 - cos(x9*0.62109363*x7 - 0.43859488) - 1.3498507))) + cos((x4 - 2.871156)*(-0.25695693)) + 0.97033316),20,15,-(-0.25695693)*x2 + exp(cos(cos(x9 - cos(x9*0.62109363*x7 - 0.43859488) - 1.3498507))) + cos((x4 - 2.871156)*(-0.25695693)) + 0.97033316
30,0.40471354,((exp(cos(cos(cos((x9 * (x7 * 0.62109363)) + -0.39302012) - ((x9 - 0.9982509) + -0.3515997)))) + cos((x4 + -2.871156) * -0.25961503)) + 0.96692723) - (x2 * -0.28133),0.0019152646012640345,-(-0.28133)*x2 + exp(cos(cos(-(x9 - 1*0.9982509 - 0.3515997) + cos(x9*x7*0.62109363 - 0.39302012)))) + cos((x4 - 2.871156)*(-0.25961503)) + 0.96692723,PySRFunction(X=>-(-0.28133)*x2 + exp(cos(cos(-(x9 - 1*0.9982509 - 0.3515997) + cos(x9*x7*0.62109363 - 0.39302012)))) + cos((x4 - 2.871156)*(-0.25961503)) + 0.96692723),20,16,-(-0.28133)*x2 + exp(cos(cos(-(x9 - 1*0.9982509 - 0.3515997) + cos(x9*x7*0.62109363 - 0.39302012)))) + cos((x4 - 2.871156)*(-0.25961503)) + 0.96692723
36,0.40173525,(exp(cos(cos(((-0.3515997 + x9) - 0.9982509) - cos(((x9 * x7) * 0.62109363) + -0.39302012)))) + (cos(exp(cos(2.1343114) - exp(x6))) + cos((x4 + -2.871156) * -0.25961503))) - (-0.28133 * x2),0.0012310364391283158,-(-1)*0.28133*x2 + exp(cos(cos(x9 - cos(x9*x7*0.62109363 - 0.39302012) - 1*0.9982509 - 0.3515997))) + cos((x4 - 2.871156)*(-0.25961503)) + cos(exp(-exp(x6) + cos(2.1343114))),PySRFunction(X=>-(-1)*0.28133*x2 + exp(cos(cos(x9 - cos(x9*x7*0.62109363 - 0.39302012) - 1*0.9982509 - 0.3515997))) + cos((x4 - 2.871156)*(-0.25961503)) + cos(exp(-exp(x6) + cos(2.1343114)))),20,17,-(-1)*0.28133*x2 + exp(cos(cos(x9 - cos(x9*x7*0.62109363 - 0.39302012) - 1*0.9982509 - 0.3515997))) + cos((x4 - 2.871156)*(-0.25961503)) + cos(exp(-exp(x6) + cos(2.1343114)))
38,0.40010577,cos(((x7 + (x8 + x4)) * 0.23789579) - 0.465396) + ((0.8325796 - (x2 * -0.3113238)) + exp(cos(cos(0.9982509 - ((x9 - cos((((x1 / (x5 * 0.63898814)) + x4) * 0.30567828) * x9)) + -0.3113238))))),0.0020321762075841496,-(-0.3113238)*x2 + exp(cos(cos(0.9982509 - (x9 - cos((x1/((x5*0.63898814)) + x4)*0.30567828*x9) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.8325796,PySRFunction(X=>-(-0.3113238)*x2 + exp(cos(cos(0.9982509 - (x9 - cos((x1/((x5*0.63898814)) + x4)*0.30567828*x9) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.8325796),20,18,-(-0.3113238)*x2 + exp(cos(cos(0.9982509 - (x9 - cos((x1/((x5*0.63898814)) + x4)*0.30567828*x9) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.8325796
40,0.38938755,(exp(cos(cos(x9 + (-1.306224 - cos((((x1 / (x5 * 0.6992172)) + x4) * (x9 * -0.26909608)) * (x9 - x6)))))) + (cos(0.465396 - ((x7 + (x4 + x8)) * 0.23789579)) + 0.81613106)) - (x2 * -0.2737821),0.01357690849595048,-(-0.2737821)*x2 + exp(cos(cos(x9 - cos((x1/((x5*0.6992172)) + x4)*x9*(-0.26909608)*(-x6 + x9)) - 1.306224))) + cos(0.465396 - 0.23789579*(x4 + x7 + x8)) + 0.81613106,PySRFunction(X=>-(-0.2737821)*x2 + exp(cos(cos(x9 - cos((x1/((x5*0.6992172)) + x4)*x9*(-0.26909608)*(-x6 + x9)) - 1.306224))) + cos(0.465396 - 0.23789579*(x4 + x7 + x8)) + 0.81613106),20,19,-(-0.2737821)*x2 + exp(cos(cos(x9 - cos((x1/((x5*0.6992172)) + x4)*x9*(-0.26909608)*(-x6 + x9)) - 1.306224))) + cos(0.465396 - 0.23789579*(x4 + x7 + x8)) + 0.81613106
45,0.38851818,(cos(((x7 + (x4 + x8)) * 0.23789579) - 0.465396) + (0.81613106 - (-0.2737821 * x2))) + exp(cos(cos(0.9982509 - ((-0.3113238 - cos(((((x1 / (x5 * 0.63898814)) + x4) * x9) * 0.28386995) * (cos(0.9982509 - x9) - x6))) + x9)))),0.0004470312164648007,-(-1)*0.2737821*x2 + exp(cos(cos(0.9982509 - (x9 - cos((x1/((x5*0.63898814)) + x4)*x9*0.28386995*(-x6 + cos(0.9982509 - x9))) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.81613106,PySRFunction(X=>-(-1)*0.2737821*x2 + exp(cos(cos(0.9982509 - (x9 - cos((x1/((x5*0.63898814)) + x4)*x9*0.28386995*(-x6 + cos(0.9982509 - x9))) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.81613106),20,20,-(-1)*0.2737821*x2 + exp(cos(cos(0.9982509 - (x9 - cos((x1/((x5*0.63898814)) + x4)*x9*0.28386995*(-x6 + cos(0.9982509 - x9))) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.81613106
47,0.38816977,(cos((((x8 + x4) + x7) * 0.23789579) - 0.465396) + ((0.6661981 - (x2 * -0.2737821)) + exp(cos(cos(0.9982509 - ((-0.3113238 - cos((x9 * (x4 + (x1 / (x5 * 0.63898814)))) * ((x6 - cos(0.9982509 - x9)) * -0.2945994))) + x9)))))) + 0.17076282,0.00044858430386347683,-(-0.2737821)*x2 + exp(cos(cos(0.9982509 - (x9 - cos(x9*(x1/((x5*0.63898814)) + x4)*(x6 - cos(0.9982509 - x9))*(-0.2945994)) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.17076282 + 0.6661981,PySRFunction(X=>-(-0.2737821)*x2 + exp(cos(cos(0.9982509 - (x9 - cos(x9*(x1/((x5*0.63898814)) + x4)*(x6 - cos(0.9982509 - x9))*(-0.2945994)) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.17076282 + 0.6661981),20,21,-(-0.2737821)*x2 + exp(cos(cos(0.9982509 - (x9 - cos(x9*(x1/((x5*0.63898814)) + x4)*(x6 - cos(0.9982509 - x9))*(-0.2945994)) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.17076282 + 0.6661981
52,0.3875467,((0.81613106 - (x2 * -0.2737821)) + cos(0.465396 - (((x7 + x4) + x8) * 0.23789579))) + exp(cos(cos(0.9982509 - ((-0.3113238 - cos((x9 * (((x1 / (x5 * 0.63898814)) + x4) * -0.2945994)) * (x6 - cos(0.9982509 - (x9 + cos((-0.11490221 - x3) - x6)))))) + x9)))),0.00032128756219054576,-(-0.2737821)*x2 + exp(cos(cos(0.9982509 - (x9 - cos(x9*(x1/((x5*0.63898814)) + x4)*(-0.2945994)*(x6 - cos(0.9982509 - (x9 + cos(-x3 - x6 - 0.11490221))))) - 0.3113238)))) + cos(0.465396 - 0.23789579*(x4 + x7 + x8)) + 0.81613106,PySRFunction(X=>-(-0.2737821)*x2 + exp(cos(cos(0.9982509 - (x9 - cos(x9*(x1/((x5*0.63898814)) + x4)*(-0.2945994)*(x6 - cos(0.9982509 - (x9 + cos(-x3 - x6 - 0.11490221))))) - 0.3113238)))) + cos(0.465396 - 0.23789579*(x4 + x7 + x8)) + 0.81613106),20,22,-(-0.2737821)*x2 + exp(cos(cos(0.9982509 - (x9 - cos(x9*(x1/((x5*0.63898814)) + x4)*(-0.2945994)*(x6 - cos(0.9982509 - (x9 + cos(-x3 - x6 - 0.11490221))))) - 0.3113238)))) + cos(0.465396 - 0.23789579*(x4 + x7 + x8)) + 0.81613106
54,0.38647184,(cos((((x7 + x4) + x8) * 0.23789579) - 0.465396) + (0.81613106 - (x2 * -0.2737821))) + exp(cos(cos(0.9982509 - ((-0.3113238 - cos((x9 * (((x1 / (x5 * 0.63898814)) + x4) * 0.28386995)) * (cos(0.9982509 - ((0.63898814 * cos((-0.11490221 - x3) - x6)) + x9)) - x6))) + x9)))),0.0013886756393808352,-(-0.2737821)*x2 + exp(cos(cos(0.9982509 - (x9 - cos(x9*(x1/((x5*0.63898814)) + x4)*0.28386995*(-x6 + cos(0.9982509 - (x9 + 0.63898814*cos(-x3 - x6 - 0.11490221))))) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.81613106,PySRFunction(X=>-(-0.2737821)*x2 + exp(cos(cos(0.9982509 - (x9 - cos(x9*(x1/((x5*0.63898814)) + x4)*0.28386995*(-x6 + cos(0.9982509 - (x9 + 0.63898814*cos(-x3 - x6 - 0.11490221))))) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.81613106),20,23,-(-0.2737821)*x2 + exp(cos(cos(0.9982509 - (x9 - cos(x9*(x1/((x5*0.63898814)) + x4)*0.28386995*(-x6 + cos(0.9982509 - (x9 + 0.63898814*cos(-x3 - x6 - 0.11490221))))) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.81613106
58,0.3856138,((0.81613106 - (-0.2737821 * x2)) + cos((((x7 + x4) + x8) * 0.23789579) - 0.465396)) + exp(cos(cos(0.9982509 - ((-0.3113238 - cos(((x9 * ((x1 / (x5 * 0.63898814)) + x4)) * -0.2945994) * (cos(0.9982509 - ((((x1 - x9) * 0.28386995) * cos((-0.11490221 - x3) - x6)) + x9)) - x6))) + x9)))),0.0005556639761106528,-(-1)*0.2737821*x2 + exp(cos(cos(0.9982509 - (x9 - cos(x9*(x1/((x5*0.63898814)) + x4)*(-0.2945994)*(-x6 + cos(0.9982509 - (x9 + (x1 - x9)*0.28386995*cos(-x3 - x6 - 0.11490221))))) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.81613106,PySRFunction(X=>-(-1)*0.2737821*x2 + exp(cos(cos(0.9982509 - (x9 - cos(x9*(x1/((x5*0.63898814)) + x4)*(-0.2945994)*(-x6 + cos(0.9982509 - (x9 + (x1 - x9)*0.28386995*cos(-x3 - x6 - 0.11490221))))) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.81613106),20,24,-(-1)*0.2737821*x2 + exp(cos(cos(0.9982509 - (x9 - cos(x9*(x1/((x5*0.63898814)) + x4)*(-0.2945994)*(-x6 + cos(0.9982509 - (x9 + (x1 - x9)*0.28386995*cos(-x3 - x6 - 0.11490221))))) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.81613106
60,0.38529238,((0.81613106 - (-0.2737821 * x2)) + cos((((x7 + x4) + x8) * 0.23789579) - 0.465396)) + exp(cos(cos(0.9982509 - ((-0.3113238 - cos((cos(0.9982509 - ((((x1 - (x9 + -0.3113238)) * 0.28386995) * cos((-0.11490221 - x3) - x6)) + x9)) - x6) * ((x9 * (x4 + (x1 / (x5 * 0.63898814)))) * -0.2945994))) + x9)))),0.000416937919248396,-(-1)*0.2737821*x2 + exp(cos(cos(0.9982509 - (x9 - cos(-x6 + cos(0.9982509 - (x9 + x1 - (x9 - 0.3113238)*0.28386995*cos(-x3 - x6 - 0.11490221)))*x9*(x1/((x5*0.63898814)) + x4)*(-0.2945994)) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.81613106,PySRFunction(X=>-(-1)*0.2737821*x2 + exp(cos(cos(0.9982509 - (x9 - cos(-x6 + cos(0.9982509 - (x9 + x1 - (x9 - 0.3113238)*0.28386995*cos(-x3 - x6 - 0.11490221)))*x9*(x1/((x5*0.63898814)) + x4)*(-0.2945994)) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.81613106),20,25,-(-1)*0.2737821*x2 + exp(cos(cos(0.9982509 - (x9 - cos(-x6 + cos(0.9982509 - (x9 + x1 - (x9 - 0.3113238)*0.28386995*cos(-x3 - x6 - 0.11490221)))*x9*(x1/((x5*0.63898814)) + x4)*(-0.2945994)) - 0.3113238)))) + cos((x4 + x7 + x8)*0.23789579 - 1*0.465396) + 0.81613106
62,0.3846171,(exp(cos(cos((x9 - 0.9982509) + (-0.3515997 - cos((x7 * (x9 * 0.62109363)) + -0.39302012))))) + exp(cos(cos(((x1 * 0.21360235) + (((x7 + x3) * (((x2 + 6.475853) * -0.5908126) - 1.6396408)) * (cos(x9) - (((x1 / -1.1228864) + x5) * 0.5164042)))) - 2.2692795)) - 0.82101464)) + (cos((x4 + -2.871156) * 0.2663258) - (x2 * -0.25695693)),0.0008770903472463904,-(-0.25695693)*x2 + exp(cos(cos(x1*0.21360235 + (x3 + x7)*((x2 + 6.475853)*(-0.5908126) - 1*1.6396408)*(-0.5164042*(x1/(-1.1228864) + x5) + cos(x9)) - 1*2.2692795)) - 1*0.82101464) + exp(cos(cos(x9 - cos(x7*x9*0.62109363 - 0.39302012) - 1*0.9982509 - 0.3515997))) + cos((x4 - 2.871156)*0.2663258),PySRFunction(X=>-(-0.25695693)*x2 + exp(cos(cos(x1*0.21360235 + (x3 + x7)*((x2 + 6.475853)*(-0.5908126) - 1*1.6396408)*(-0.5164042*(x1/(-1.1228864) + x5) + cos(x9)) - 1*2.2692795)) - 1*0.82101464) + exp(cos(cos(x9 - cos(x7*x9*0.62109363 - 0.39302012) - 1*0.9982509 - 0.3515997))) + cos((x4 - 2.871156)*0.2663258)),20,26,-(-0.25695693)*x2 + exp(cos(cos(x1*0.21360235 + (x3 + x7)*((x2 + 6.475853)*(-0.5908126) - 1*1.6396408)*(-0.5164042*(x1/(-1.1228864) + x5) + cos(x9)) - 1*2.2692795)) - 1*0.82101464) + exp(cos(cos(x9 - cos(x7*x9*0.62109363 - 0.39302012) - 1*0.9982509 - 0.3515997))) + cos((x4 - 2.871156)*0.2663258)
