complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,0.6361438,3.8168,0.0,3.81680000000000,PySRFunction(X=>3.81680000000000),14,0,3.81680000000000
4,0.6074039,3.7925262 + sin(x2),0.01541022167037104,sin(x2) + 3.7925262,PySRFunction(X=>sin(x2) + 3.7925262),14,1,sin(x2) + 3.7925262
5,0.4918674,(x2 * 0.40244412) + 3.849619,0.2109848054287973,x2*0.40244412 + 3.849619,PySRFunction(X=>x2*0.40244412 + 3.849619),14,2,x2*0.40244412 + 3.849619
7,0.48962954,((x9 + x2) * 0.3447795) + 3.9247007,0.0022800518134460427,(x2 + x9)*0.3447795 + 3.9247007,PySRFunction(X=>(x2 + x9)*0.3447795 + 3.9247007),14,3,(x2 + x9)*0.3447795 + 3.9247007
9,0.46745756,((x9 * 0.19194517) + 3.9247007) + (x2 * 0.3447795),0.02317025024304927,x2*0.3447795 + x9*0.19194517 + 3.9247007,PySRFunction(X=>x2*0.3447795 + x9*0.19194517 + 3.9247007),14,4,x2*0.3447795 + x9*0.19194517 + 3.9247007
10,0.45006785,(3.636913 + (0.13257268 * exp(x9))) + (x2 * 0.3696481),0.03791021468294045,x2*0.3696481 + 0.13257268*exp(x9) + 3.636913,PySRFunction(X=>x2*0.3696481 + 0.13257268*exp(x9) + 3.636913),14,5,x2*0.3696481 + 0.13257268*exp(x9) + 3.636913
12,0.43828493,((0.13257268 * (exp(x9) + x4)) + 3.636913) + (x2 * 0.27729553),0.01326456259272909,x2*0.27729553 + 0.13257268*(x4 + exp(x9)) + 3.636913,PySRFunction(X=>x2*0.27729553 + 0.13257268*(x4 + exp(x9)) + 3.636913),14,6,x2*0.27729553 + 0.13257268*(x4 + exp(x9)) + 3.636913
14,0.43480825,3.636913 + ((0.31251818 * x2) + (0.13257268 * (x4 - (0.20228401 - exp(x9))))),0.003982047341391104,0.31251818*x2 + 0.13257268*(x4 - (0.20228401 - exp(x9))) + 3.636913,PySRFunction(X=>0.31251818*x2 + 0.13257268*(x4 - (0.20228401 - exp(x9))) + 3.636913),14,7,0.31251818*x2 + 0.13257268*(x4 - (0.20228401 - exp(x9))) + 3.636913
16,0.42484978,((((x8 + x4) - (0.30397812 - exp(x9))) * 0.13257268) + (x2 * 0.27729553)) + 3.636913,0.011584740844241057,x2*0.27729553 + (x4 + x8 - (0.30397812 - exp(x9)))*0.13257268 + 3.636913,PySRFunction(X=>x2*0.27729553 + (x4 + x8 - (0.30397812 - exp(x9)))*0.13257268 + 3.636913),14,8,x2*0.27729553 + (x4 + x8 - (0.30397812 - exp(x9)))*0.13257268 + 3.636913
17,0.4239738,(((x8 + x4) - (cos(x8) - exp(x9))) * 0.13257268) + ((x2 * 0.27729553) + 3.636913),0.0020639867496986836,x2*0.27729553 + (x4 + x8 - (-exp(x9) + cos(x8)))*0.13257268 + 3.636913,PySRFunction(X=>x2*0.27729553 + (x4 + x8 - (-exp(x9) + cos(x8)))*0.13257268 + 3.636913),14,9,x2*0.27729553 + (x4 + x8 - (-exp(x9) + cos(x8)))*0.13257268 + 3.636913
18,0.4156173,((x2 * 0.27729553) + 3.636913) + (((x7 + x4) - (cos(exp(x8)) - exp(x9))) * 0.13257268),0.019906775947180426,x2*0.27729553 + (x4 + x7 - (-exp(x9) + cos(exp(x8))))*0.13257268 + 3.636913,PySRFunction(X=>x2*0.27729553 + (x4 + x7 - (-exp(x9) + cos(exp(x8))))*0.13257268 + 3.636913),14,10,x2*0.27729553 + (x4 + x7 - (-exp(x9) + cos(exp(x8))))*0.13257268 + 3.636913
20,0.41100547,(((x7 + x4) - (cos(x9 * exp(x8)) - exp(x9))) * 0.13257268) + ((x2 * 0.27729553) + 3.636913),0.005579180756305621,x2*0.27729553 + (x4 + x7 - (-exp(x9) + cos(x9*exp(x8))))*0.13257268 + 3.636913,PySRFunction(X=>x2*0.27729553 + (x4 + x7 - (-exp(x9) + cos(x9*exp(x8))))*0.13257268 + 3.636913),14,11,x2*0.27729553 + (x4 + x7 - (-exp(x9) + cos(x9*exp(x8))))*0.13257268 + 3.636913
24,0.40932748,(1.5925112 + ((sin(x8) + (x4 - (cos(exp(exp(x5) + x1)) - exp(x9)))) * 0.13257268)) + ((0.34474835 * x2) + 2.0482547),0.0010227507869084956,0.34474835*x2 + (x4 - (-exp(x9) + cos(exp(x1 + exp(x5)))) + sin(x8))*0.13257268 + 1.5925112 + 2.0482547,PySRFunction(X=>0.34474835*x2 + (x4 - (-exp(x9) + cos(exp(x1 + exp(x5)))) + sin(x8))*0.13257268 + 1.5925112 + 2.0482547),14,12,0.34474835*x2 + (x4 - (-exp(x9) + cos(exp(x1 + exp(x5)))) + sin(x8))*0.13257268 + 1.5925112 + 2.0482547
25,0.40823781,((x2 * 0.27729553) + 3.636913) + (((x8 + x4) - (cos(x8 / square(x2)) - (exp(x9) * exp(0.35164422 * x7)))) * 0.13257268),0.002665648012618264,x2*0.27729553 + (x4 + x8 - (-exp(0.35164422*x7)*exp(x9) + cos(x8/(x2**2))))*0.13257268 + 3.636913,PySRFunction(X=>x2*0.27729553 + (x4 + x8 - (-exp(0.35164422*x7)*exp(x9) + cos(x8/(x2**2))))*0.13257268 + 3.636913),14,13,x2*0.27729553 + (x4 + x8 - (-exp(0.35164422*x7)*exp(x9) + cos(x8/(x2**2))))*0.13257268 + 3.636913
30,0.40437427,((((x9 - ((0.08077593 - exp(0.23759262 / x9)) * exp(x8))) - ((((0.13257268 / cos(x1)) + -0.8796952) - x4) / 1.637978)) * 0.13257268) + (x2 * 0.26205704)) + 3.64943,0.0019018024502678265,x2*0.26205704 + x9 - (0.08077593 - exp(0.23759262/x9))*exp(x8) - (-x4 - 0.8796952 + 0.13257268/cos(x1))/1.637978*0.13257268 + 3.64943,PySRFunction(X=>x2*0.26205704 + x9 - (0.08077593 - exp(0.23759262/x9))*exp(x8) - (-x4 - 0.8796952 + 0.13257268/cos(x1))/1.637978*0.13257268 + 3.64943),14,14,x2*0.26205704 + x9 - (0.08077593 - exp(0.23759262/x9))*exp(x8) - (-x4 - 0.8796952 + 0.13257268/cos(x1))/1.637978*0.13257268 + 3.64943
35,0.4031498,(x2 * 0.3447795) + ((((x9 - (-0.11577202 - exp(((0.22331269 / x9) * exp(cos(x0 / x2))) + x8))) - ((0.43814713 - x4) + ((0.13257268 / cos(x1)) / 1.7214847))) * 0.1053702) + 3.7541156),0.0006065309921739591,x2*0.3447795 + x9 - (-exp(x8 + 0.22331269*exp(cos(x0/x2))/x9) - 0.11577202) - (-x4 + 0.43814713 + 0.13257268/(1.7214847*cos(x1)))*0.1053702 + 3.7541156,PySRFunction(X=>x2*0.3447795 + x9 - (-exp(x8 + 0.22331269*exp(cos(x0/x2))/x9) - 0.11577202) - (-x4 + 0.43814713 + 0.13257268/(1.7214847*cos(x1)))*0.1053702 + 3.7541156),14,15,x2*0.3447795 + x9 - (-exp(x8 + 0.22331269*exp(cos(x0/x2))/x9) - 0.11577202) - (-x4 + 0.43814713 + 0.13257268/(1.7214847*cos(x1)))*0.1053702 + 3.7541156
36,0.39893106,(1.6808059 + (x2 * 0.30292413)) + log(exp(1.9686241 + ((0.13257268 * ((x9 - (0.08077593 - (exp(0.8219367 / x9) * (x6 + exp(x8))))) - ((-0.8796952 + (0.13257268 / cos(x1))) - x4))) / 1.637978))),0.010519585031187778,0.30292413*x2 + log(7.63914786142377*exp(0.0809367891388041*x4 + 0.0809367891388041*x9 + 0.0809367891388041*(x6 + exp(x8))*exp(0.8219367/x9) - 0.0107300070467261/cos(x1))) + 1.6808059,PySRFunction(X=>0.30292413*x2 + log(7.63914786142377*exp(0.0809367891388041*x4 + 0.0809367891388041*x9 + 0.0809367891388041*(x6 + exp(x8))*exp(0.8219367/x9) - 0.0107300070467261/cos(x1))) + 1.6808059),14,16,0.30292413*x2 + log(7.63914786142377*exp(0.0809367891388041*x4 + 0.0809367891388041*x9 + 0.0809367891388041*(x6 + exp(x8))*exp(0.8219367/x9) - 0.0107300070467261/cos(x1))) + 1.6808059
39,0.39516842,(1.6808059 + (x2 * 0.30292413)) + log(exp(1.9686241 + ((((x9 - (-0.09536965 - (exp(0.8219367 / x9) * (cos(x6 / -0.3938189) + exp(x8))))) - (-0.8796952 + ((0.13257268 / cos(x1)) - x4))) / 1.637978) * 0.13257268))),0.003158855410837097,0.30292413*x2 + log(7.74883661699661*exp(0.0809367891388041*x4 + 0.0809367891388041*x9 + 0.0809367891388041*(exp(x8) + cos(2.53923821330058*x6))*exp(0.8219367/x9) - 0.0107300070467261/cos(x1))) + 1.6808059,PySRFunction(X=>0.30292413*x2 + log(7.74883661699661*exp(0.0809367891388041*x4 + 0.0809367891388041*x9 + 0.0809367891388041*(exp(x8) + cos(2.53923821330058*x6))*exp(0.8219367/x9) - 0.0107300070467261/cos(x1))) + 1.6808059),14,17,0.30292413*x2 + log(7.74883661699661*exp(0.0809367891388041*x4 + 0.0809367891388041*x9 + 0.0809367891388041*(exp(x8) + cos(2.53923821330058*x6))*exp(0.8219367/x9) - 0.0107300070467261/cos(x1))) + 1.6808059
40,0.39208487,1.6808059 + (log(exp(((((x9 - (0.08077593 - (exp(0.8219367 / x9) * (cos(x6 / cos(x3)) + exp(x8))))) - ((-0.8796952 + (0.13257268 / cos(x1))) - x4)) / 1.637978) * 0.13257268) + 1.9686241)) + (x2 * 0.3447795)),0.00783373231528746,0.3447795*x2 + log(7.63914786142377*exp(0.0809367891388041*x4 + 0.0809367891388041*x9 + 0.0809367891388041*(exp(x8) + cos(x6/cos(x3)))*exp(0.8219367/x9) - 0.0107300070467261/cos(x1))) + 1.6808059,PySRFunction(X=>0.3447795*x2 + log(7.63914786142377*exp(0.0809367891388041*x4 + 0.0809367891388041*x9 + 0.0809367891388041*(exp(x8) + cos(x6/cos(x3)))*exp(0.8219367/x9) - 0.0107300070467261/cos(x1))) + 1.6808059),14,18,0.3447795*x2 + log(7.63914786142377*exp(0.0809367891388041*x4 + 0.0809367891388041*x9 + 0.0809367891388041*(exp(x8) + cos(x6/cos(x3)))*exp(0.8219367/x9) - 0.0107300070467261/cos(x1))) + 1.6808059
