complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,225.05136,86.393394,0.0,86.3933940000000,PySRFunction(X=>86.3933940000000),6,0,86.3933940000000
3,208.64143,x11 + 86.259705,0.03785575509818598,x11 + 86.259705,PySRFunction(X=>x11 + 86.259705),6,1,x11 + 86.259705
4,122.96177,86.259705 * cos(x9),0.5287436385739298,86.259705*cos(x9),PySRFunction(X=>86.259705*cos(x9)),6,2,86.259705*cos(x9)
6,119.42494,(86.259705 * cos(x9)) + 0.6801054,0.014592718591691338,86.259705*cos(x9) + 0.6801054,PySRFunction(X=>86.259705*cos(x9) + 0.6801054),6,3,86.259705*cos(x9) + 0.6801054
8,66.49731,(square(x11) * (x11 + x11)) + 87.084335,0.29276328057635537,x11**2*(x11 + x11) + 87.084335,PySRFunction(X=>x11**2*(x11 + x11) + 87.084335),6,4,x11**2*(x11 + x11) + 87.084335
10,52.737526,(square(x11) * (x11 + (x11 + x11))) + 86.64721,0.11591711262883131,x11**2*(x11 + x11 + x11) + 86.64721,PySRFunction(X=>x11**2*(x11 + x11 + x11) + 86.64721),6,5,x11**2*(x11 + x11 + x11) + 86.64721
12,34.156437,(86.64721 + (square(x11) * (x11 + x11))) - (x5 / 0.19512433),0.21718810512822107,x11**2*(x11 + x11) - x5/0.19512433 + 86.64721,PySRFunction(X=>x11**2*(x11 + x11) - x5/0.19512433 + 86.64721),6,6,x11**2*(x11 + x11) - x5/0.19512433 + 86.64721
14,22.297619,((square(x11) * (x11 + x11)) + (73.133 - (x5 / 0.19512433))) * 1.1847894,0.21323557936827583,(x11**2*(x11 + x11) - x5/0.19512433 + 73.133)*1.1847894,PySRFunction(X=>(x11**2*(x11 + x11) - x5/0.19512433 + 73.133)*1.1847894),6,7,(x11**2*(x11 + x11) - x5/0.19512433 + 73.133)*1.1847894
16,17.721151,(1.1847894 * (73.133 - (x5 / 0.19512433))) + (square(x11) * ((x11 / 0.51191807) + x11)),0.11486050177221539,x11**2*(x11 + x11/0.51191807) + 1.1847894*(73.133 - x5/0.19512433),PySRFunction(X=>x11**2*(x11 + x11/0.51191807) + 1.1847894*(73.133 - x5/0.19512433)),6,8,x11**2*(x11 + x11/0.51191807) + 1.1847894*(73.133 - x5/0.19512433)
18,15.079925,(((73.133 - (x5 / 0.19512433)) - x2) * 1.1847894) + (square(x11) * ((x11 / 0.51191807) + x11)),0.08069725441404582,x11**2*(x11 + x11/0.51191807) - x2 - x5/0.19512433 + 73.133*1.1847894,PySRFunction(X=>x11**2*(x11 + x11/0.51191807) - x2 - x5/0.19512433 + 73.133*1.1847894),6,9,x11**2*(x11 + x11/0.51191807) - x2 - x5/0.19512433 + 73.133*1.1847894
20,13.74521,(((x11 + (x11 / 0.51191807)) * square(x11)) + ((86.64721 - (x5 / 0.19512433)) - x11)) - (x2 + x2),0.04633699465456594,x11**2*(x11 + x11/0.51191807) - x11 - x5/0.19512433 - (x2 + x2) + 86.64721,PySRFunction(X=>x11**2*(x11 + x11/0.51191807) - x11 - x5/0.19512433 - (x2 + x2) + 86.64721),6,10,x11**2*(x11 + x11/0.51191807) - x11 - x5/0.19512433 - (x2 + x2) + 86.64721
22,12.873145,(((x11 / 0.51191807) + x11) * square(x11)) + (((((73.133 - (x5 / 0.19512433)) - x7) - x2) * 1.1847894) - x11),0.03277352064189844,x11**2*(x11 + x11/0.51191807) - x11 - x2 - x5/0.19512433 - x7 + 73.133*1.1847894,PySRFunction(X=>x11**2*(x11 + x11/0.51191807) - x11 - x2 - x5/0.19512433 - x7 + 73.133*1.1847894),6,11,x11**2*(x11 + x11/0.51191807) - x11 - x2 - x5/0.19512433 - x7 + 73.133*1.1847894
25,12.39491,(((x11 + (x11 / 0.51191807)) * square(x11)) + (((((73.133 - (x5 / log(1.2154621))) - x7) - x2) * 1.1847894) - x11)) - x2,0.01261915134375175,2.95343758816718*x11**3 - x11 - 2.1847894*x2 - 6.07197153481918*x5 - 1.1847894*x7 + 86.6472031902,PySRFunction(X=>2.95343758816718*x11**3 - x11 - 2.1847894*x2 - 6.07197153481918*x5 - 1.1847894*x7 + 86.6472031902),6,12,2.95343758816718*x11**3 - x11 - 2.1847894*x2 - 6.07197153481918*x5 - 1.1847894*x7 + 86.6472031902
26,12.394816,1.1777115 * (((((((square(x11) * (-1.0889896 + (x11 + x11))) - x6) - x7) + (73.802155 - x5)) - (x2 + x5)) - x2) - x5),7.583786928509179e-06,1.1777115*(x11**2*(x11 + x11 - 1.0889896) - x2 - x5 - x5 - x6 - x7 - (x2 + x5) + 73.802155),PySRFunction(X=>1.1777115*(x11**2*(x11 + x11 - 1.0889896) - x2 - x5 - x5 - x6 - x7 - (x2 + x5) + 73.802155)),6,13,1.1777115*(x11**2*(x11 + x11 - 1.0889896) - x2 - x5 - x5 - x6 - x7 - (x2 + x5) + 73.802155)
28,11.886376,((((((((73.802155 - x5) - x2) + (square(x11) * ((x11 + -1.4643958) + x11))) - x2) - x5) + (0.6615867 - x5)) - x7) - x6) * 1.1777115,0.020942725191222027,x11**2*(x11 + x11 - 1.4643958) - x2 - x2 - x5 - x5 - x5 - x6 - x7 + 0.6615867 + 73.802155*1.1777115,PySRFunction(X=>x11**2*(x11 + x11 - 1.4643958) - x2 - x2 - x5 - x5 - x5 - x6 - x7 + 0.6615867 + 73.802155*1.1777115),6,14,x11**2*(x11 + x11 - 1.4643958) - x2 - x2 - x5 - x5 - x5 - x6 - x7 + 0.6615867 + 73.802155*1.1777115
29,11.123595,(((((((74.46374 - x5) - sin(x5)) - x5) - x2) - x7) - x6) + (((((x11 + x11) + -1.4643958) * square(x11)) - x2) - x5)) * 1.1777115,0.06632434235713514,x11**2*(x11 + x11 - 1.4643958) - x2 - x2 - x5 - x5 - x5 - x6 - x7 - sin(x5) + 74.46374*1.1777115,PySRFunction(X=>x11**2*(x11 + x11 - 1.4643958) - x2 - x2 - x5 - x5 - x5 - x6 - x7 - sin(x5) + 74.46374*1.1777115),6,15,x11**2*(x11 + x11 - 1.4643958) - x2 - x2 - x5 - x5 - x5 - x6 - x7 - sin(x5) + 74.46374*1.1777115
