complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,449.42474,39.81031,0.0,39.8103100000000,PySRFunction(X=>39.8103100000000),9,0,39.8103100000000
3,415.73468,41.018124 - x0,0.038960570544587195,41.018124 - x0,PySRFunction(X=>41.018124 - x0),9,1,41.018124 - x0
4,320.10065,38.676327 * square(x1),0.26141179073695575,38.676327*x1**2,PySRFunction(X=>38.676327*x1**2),9,2,38.676327*x1**2
5,113.16851,(x0 / -0.059938423) + 41.37757,1.039757530731412,x0/(-0.059938423) + 41.37757,PySRFunction(X=>x0/(-0.059938423) + 41.37757),9,3,x0/(-0.059938423) + 41.37757
7,107.88369,((x0 / -0.059938423) + 41.07806) - x0,0.023912122249677856,x0/(-0.059938423) - x0 + 41.07806,PySRFunction(X=>x0/(-0.059938423) - x0 + 41.07806),9,4,x0/(-0.059938423) - x0 + 41.07806
8,106.720474,(41.07806 + (x0 / -0.059938423)) + square(x1),0.010840678671735045,x0/(-0.059938423) + x1**2 + 41.07806,PySRFunction(X=>x0/(-0.059938423) + x1**2 + 41.07806),9,5,x0/(-0.059938423) + x1**2 + 41.07806
9,88.8634,exp(square(x1)) + ((x0 / -0.059938423) + 38.676327),0.1831126644756198,x0/(-0.059938423) + exp(x1**2) + 38.676327,PySRFunction(X=>x0/(-0.059938423) + exp(x1**2) + 38.676327),9,6,x0/(-0.059938423) + exp(x1**2) + 38.676327
10,88.19066,((3.102891 + square(1.0839409 - x0)) / 0.41809696) / 0.28672406,0.007599297497274583,(1.17492787469281*(1 - 0.922559523309804*x0)**2 + 3.102891)/(0.28672406*0.41809696),PySRFunction(X=>(1.17492787469281*(1 - 0.922559523309804*x0)**2 + 3.102891)/(0.28672406*0.41809696)),9,7,(1.17492787469281*(1 - 0.922559523309804*x0)**2 + 3.102891)/(0.28672406*0.41809696)
14,84.41569,((((3.102891 - x0) + square(x0)) + (x0 * -0.9795484)) / 0.41809696) / 0.22871102,0.010936944228824439,(x0**2 - x0 + x0*(-0.9795484) + 3.102891)/(0.22871102*0.41809696),PySRFunction(X=>(x0**2 - x0 + x0*(-0.9795484) + 3.102891)/(0.22871102*0.41809696)),9,8,(x0**2 - x0 + x0*(-0.9795484) + 3.102891)/(0.22871102*0.41809696)
15,84.36012,((3.102891 + (square(x0) + ((log(0.36125612) * x0) - x0))) / 0.41809696) / 0.22871102,0.0006585067138244461,10.4576932670337*x0**2 - 21.1053829356613*x0 + 32.4490823190396,PySRFunction(X=>10.4576932670337*x0**2 - 21.1053829356613*x0 + 32.4490823190396),9,9,10.4576932670337*x0**2 - 21.1053829356613*x0 + 32.4490823190396
