complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,492.2397,41.637215,0.0,41.6372150000000,PySRFunction(X=>41.6372150000000),30,0,41.6372150000000
3,457.6653,41.589264 - x0,0.03641383101976778,41.589264 - x0,PySRFunction(X=>41.589264 - x0),30,1,41.589264 - x0
4,456.22836,41.589264 - exp(x0),0.0031446572988425904,41.589264 - exp(x0),PySRFunction(X=>41.589264 - exp(x0)),30,2,41.589264 - exp(x0)
5,160.1608,(-1.6147741 + x0) * -26.288115,1.04681516307544,(x0 - 1.6147741)*(-26.288115),PySRFunction(X=>(x0 - 1.6147741)*(-26.288115)),30,3,(x0 - 1.6147741)*(-26.288115)
6,138.36101,(sin(x0) + -1.6147741) * -26.288115,0.1463120267194765,(sin(x0) - 1.6147741)*(-26.288115),PySRFunction(X=>(sin(x0) - 1.6147741)*(-26.288115)),30,4,(sin(x0) - 1.6147741)*(-26.288115)
7,131.01552,(-1.6147741 + (x0 / 1.3348821)) * -26.288115,0.054550494373764566,(x0/1.3348821 - 1.6147741)*(-26.288115),PySRFunction(X=>(x0/1.3348821 - 1.6147741)*(-26.288115)),30,5,(x0/1.3348821 - 1.6147741)*(-26.288115)
8,123.180016,(sin(x0 + 0.3430478) + -1.5042278) * -30.201824,0.061668959316084467,(sin(x0 + 0.3430478) - 1.5042278)*(-30.201824),PySRFunction(X=>(sin(x0 + 0.3430478) - 1.5042278)*(-30.201824)),30,6,(sin(x0 + 0.3430478) - 1.5042278)*(-30.201824)
9,116.373146,(sin(sin(x0 + 0.37063256)) + -1.5042278) * -30.201824,0.0568450259364907,(sin(sin(x0 + 0.37063256)) - 1.5042278)*(-30.201824),PySRFunction(X=>(sin(sin(x0 + 0.37063256)) - 1.5042278)*(-30.201824)),30,7,(sin(sin(x0 + 0.37063256)) - 1.5042278)*(-30.201824)
10,106.53137,((x0 + -1.0352807) * -29.396406) + exp(x0 + 1.980003),0.08836230844603396,(x0 - 1.0352807)*(-29.396406) + exp(x0 + 1.980003),PySRFunction(X=>(x0 - 1.0352807)*(-29.396406) + exp(x0 + 1.980003)),30,8,(x0 - 1.0352807)*(-29.396406) + exp(x0 + 1.980003)
12,102.63996,((x0 + -1.0352807) * (x0 + -28.913597)) + exp(x0 + 1.980003),0.018606082585944254,(x0 - 28.913597)*(x0 - 1.0352807) + exp(x0 + 1.980003),PySRFunction(X=>(x0 - 28.913597)*(x0 - 1.0352807) + exp(x0 + 1.980003)),30,9,(x0 - 28.913597)*(x0 - 1.0352807) + exp(x0 + 1.980003)
