complexity,loss,equation,score,sympy_format,lambda_format,run,equation_index,equation_string
1,10505.166,47.261974,0.0,47.2619740000000,PySRFunction(X=>47.2619740000000),13,0,47.2619740000000
3,10027.417,square(square(x6)),0.023272047390471864,x6**4,PySRFunction(X=>x6**4),13,1,x6**4
5,6041.348,square(square(1.5533067 + x3)),0.2533479377681162,5.82141904156722*(0.643787862371288*x3 + 1)**4,PySRFunction(X=>5.82141904156722*(0.643787862371288*x3 + 1)**4),13,2,5.82141904156722*(0.643787862371288*x3 + 1)**4
7,5522.6685,square(square(1.5533067 + x3) - x6),0.04488299923181645,5.82141904156722*(-0.414462811736593*x6 + (0.643787862371288*x3 + 1)**2)**2,PySRFunction(X=>5.82141904156722*(-0.414462811736593*x6 + (0.643787862371288*x3 + 1)**2)**2),13,3,5.82141904156722*(-0.414462811736593*x6 + (0.643787862371288*x3 + 1)**2)**2
8,2512.0503,square(4.067723 - ((x3 - -0.90983105) / -0.2856279)),0.7877618950995251,52.6073837738667*(0.482698579714095*x3 + 1)**2,PySRFunction(X=>52.6073837738667*(0.482698579714095*x3 + 1)**2),13,4,52.6073837738667*(0.482698579714095*x3 + 1)**2
10,506.9399,square((3.5899048 - ((x3 - -0.90983105) / -0.2856279)) * 1.3116258),0.8002310475710892,78.9721492866129*(0.516740314253675*x3 + 1)**2,PySRFunction(X=>78.9721492866129*(0.516740314253675*x3 + 1)**2),13,5,78.9721492866129*(0.516740314253675*x3 + 1)**2
11,442.18567,square((3.101283 - ((x3 - -0.90983105) / -0.2856279)) * square(1.1672627)),0.13666259438359316,73.3691783073001*(0.556903261263509*x3 + 1)**2,PySRFunction(X=>73.3691783073001*(0.556903261263509*x3 + 1)**2),13,6,73.3691783073001*(0.556903261263509*x3 + 1)**2
12,235.85382,square(x4 + ((3.101283 - ((x3 - -0.90983105) / -0.2856279)) * 1.3116258)),0.6285176554128743,(x4 + 3.101283 - (x3 - 1*(-0.90983105))/(-0.2856279)*1.3116258)**2,PySRFunction(X=>(x4 + 3.101283 - (x3 - 1*(-0.90983105))/(-0.2856279)*1.3116258)**2),13,7,(x4 + 3.101283 - (x3 - 1*(-0.90983105))/(-0.2856279)*1.3116258)**2
14,228.9501,square(x4 + ((3.101283 - ((x3 - -0.90983105) / -0.2856279)) * 1.3116258)) - -2.1438553,0.014854065227360137,(x4 + 3.101283 - (x3 - 1*(-0.90983105))/(-0.2856279)*1.3116258)**2 - 1*(-2.1438553),PySRFunction(X=>(x4 + 3.101283 - (x3 - 1*(-0.90983105))/(-0.2856279)*1.3116258)**2 - 1*(-2.1438553)),13,8,(x4 + 3.101283 - (x3 - 1*(-0.90983105))/(-0.2856279)*1.3116258)**2 - 1*(-2.1438553)
15,206.1781,exp(x2) + square(x4 + ((3.0606527 - ((x3 - -0.90983105) / -0.2856279)) * 1.3116258)),0.10476371750263151,(x4 + 3.0606527 - (x3 - 1*(-0.90983105))/(-0.2856279)*1.3116258)**2 + exp(x2),PySRFunction(X=>(x4 + 3.0606527 - (x3 - 1*(-0.90983105))/(-0.2856279)*1.3116258)**2 + exp(x2)),13,9,(x4 + 3.0606527 - (x3 - 1*(-0.90983105))/(-0.2856279)*1.3116258)**2 + exp(x2)
